product_type,Stream,attributes,Key_count
ABIS_BOOK,Customer_Search, Author,2
ABIS_BOOK,Customer_Search, Book Type,1
ABIS_BOOK,Customer_Search, Credit card,1
ABIS_BOOK,Customer_Search, Educational Topic,1
ABIS_BOOK,Customer_Search, Exam Preparation Books,1
ABIS_BOOK,Customer_Search, Format,1
ABIS_BOOK,Customer_Search, Genre,1
ABIS_BOOK,Customer_Search, Grade,2
ABIS_BOOK,Customer_Search, Language,2
ABIS_BOOK,Customer_Search, Material,1
ABIS_BOOK,Customer_Search, Product Line,1
ABIS_BOOK,Customer_Search, Publication Year,2
ABIS_BOOK,Customer_Search, Publication_Year,1
ABIS_BOOK,Customer_Search, Publisher,2
ABIS_BOOK,Customer_Search, Reading Level,1
ABIS_BOOK,Customer_Search, Size,1
ABIS_BOOK,Customer_Search, Study Topic,1
ABIS_BOOK,Customer_Search, Subject,3
ABIS_BOOK,Customer_Search, Target Audience (Children's Book),1
ABIS_BOOK,Customer_Search, Topic,1
ABIS_BOOK,Customer_Search, academic_level,1
ABIS_BOOK,Customer_Search, age_group,1
ABIS_BOOK,Customer_Search, age_range,3
ABIS_BOOK,Customer_Search, author,13
ABIS_BOOK,Customer_Search, author_name,1
ABIS_BOOK,Customer_Search, binding,2
ABIS_BOOK,Customer_Search, book,1
ABIS_BOOK,Customer_Search, book_subject,1
ABIS_BOOK,Customer_Search, book_title,3
ABIS_BOOK,Customer_Search, book_type,2
ABIS_BOOK,Customer_Search, brand,1
ABIS_BOOK,Customer_Search, category,1
ABIS_BOOK,Customer_Search, connectivity_technology,1
ABIS_BOOK,Customer_Search, contributor,13
ABIS_BOOK,Customer_Search, curriculum,1
ABIS_BOOK,Customer_Search, display_type,1
ABIS_BOOK,Customer_Search, edition,2
ABIS_BOOK,Customer_Search, exam_type,1
ABIS_BOOK,Customer_Search, financial_service,1
ABIS_BOOK,Customer_Search, format,29
ABIS_BOOK,Customer_Search, genre,60
ABIS_BOOK,Customer_Search, grade,1
ABIS_BOOK,Customer_Search, item_dimensions,4
ABIS_BOOK,Customer_Search, level,2
ABIS_BOOK,Customer_Search, pages,11
ABIS_BOOK,Customer_Search, paper_type,1
ABIS_BOOK,Customer_Search, product type,1
ABIS_BOOK,Customer_Search, product_line,1
ABIS_BOOK,Customer_Search, product_type,2
ABIS_BOOK,Customer_Search, publication,1
ABIS_BOOK,Customer_Search, publication_date,23
ABIS_BOOK,Customer_Search, publication_format,1
ABIS_BOOK,Customer_Search, publication_type,1
ABIS_BOOK,Customer_Search, publication_year,1
ABIS_BOOK,Customer_Search, publisher,3
ABIS_BOOK,Customer_Search, religious_text,1
ABIS_BOOK,Customer_Search, scripture,2
ABIS_BOOK,Customer_Search, series_title,55
ABIS_BOOK,Customer_Search, sub-category,2
ABIS_BOOK,Customer_Search, sub_category,1
ABIS_BOOK,Customer_Search, subject,7
ABIS_BOOK,Customer_Search, subject_area,1
ABIS_BOOK,Customer_Search, target_age,1
ABIS_BOOK,Customer_Search, target_audience,2
ABIS_BOOK,Customer_Search, title,6
ABIS_BOOK,Customer_Search, topic,1
ABIS_BOOK,Customer_Search, topics,1
ABIS_BOOK,Customer_Search, writing_style,2
ABIS_BOOK,Customer_Search, year of publication,1
ABIS_BOOK,Customer_Search,Age Range,4
ABIS_BOOK,Customer_Search,Author,14
ABIS_BOOK,Customer_Search,Author_Name,1
ABIS_BOOK,Customer_Search,Board/Publication,1
ABIS_BOOK,Customer_Search,Book Series,1
ABIS_BOOK,Customer_Search,Book Title,4
ABIS_BOOK,Customer_Search,Book Type,2
ABIS_BOOK,Customer_Search,Book_Title,1
ABIS_BOOK,Customer_Search,Brand,1
ABIS_BOOK,Customer_Search,Category,4
ABIS_BOOK,Customer_Search,Character,1
ABIS_BOOK,Customer_Search,Customer Care,1
ABIS_BOOK,Customer_Search,Customer Service,1
ABIS_BOOK,Customer_Search,Difficulty Level,2
ABIS_BOOK,Customer_Search,Exam Type,4
ABIS_BOOK,Customer_Search,Exam Year,1
ABIS_BOOK,Customer_Search,Exam_Prep_Book,1
ABIS_BOOK,Customer_Search,Exam_Year,1
ABIS_BOOK,Customer_Search,Fiction/Non-Fiction,1
ABIS_BOOK,Customer_Search,Grade,4
ABIS_BOOK,Customer_Search,Language,4
ABIS_BOOK,Customer_Search,Level,1
ABIS_BOOK,Customer_Search,Membership,1
ABIS_BOOK,Customer_Search,Payment method,1
ABIS_BOOK,Customer_Search,Policies,1
ABIS_BOOK,Customer_Search,Product Type,3
ABIS_BOOK,Customer_Search,Publication,4
ABIS_BOOK,Customer_Search,Publication Type,2
ABIS_BOOK,Customer_Search,Publication Year,1
ABIS_BOOK,Customer_Search,Publisher,9
ABIS_BOOK,Customer_Search,Publisher Name,1
ABIS_BOOK,Customer_Search,Size,1
ABIS_BOOK,Customer_Search,Study Material,1
ABIS_BOOK,Customer_Search,Sub-Category,1
ABIS_BOOK,Customer_Search,Subject,22
ABIS_BOOK,Customer_Search,Subject/Category,1
ABIS_BOOK,Customer_Search,Subject/Topic,1
ABIS_BOOK,Customer_Search,Target Audience,1
ABIS_BOOK,Customer_Search,Theme,2
ABIS_BOOK,Customer_Search,Title,7
ABIS_BOOK,Customer_Search,Topic,3
ABIS_BOOK,Customer_Search,academic_level,5
ABIS_BOOK,Customer_Search,adult_item,1
ABIS_BOOK,Customer_Search,age_group,13
ABIS_BOOK,Customer_Search,age_range,16
ABIS_BOOK,Customer_Search,audience,2
ABIS_BOOK,Customer_Search,audience_rank,1
ABIS_BOOK,Customer_Search,author,38
ABIS_BOOK,Customer_Search,author_name,1
ABIS_BOOK,Customer_Search,authors,1
ABIS_BOOK,Customer_Search,best_seller,1
ABIS_BOOK,Customer_Search,best_sellers_rank,1
ABIS_BOOK,Customer_Search,binding,8
ABIS_BOOK,Customer_Search,binding_type,2
ABIS_BOOK,Customer_Search,book,6
ABIS_BOOK,Customer_Search,book_category,1
ABIS_BOOK,Customer_Search,book_series,4
ABIS_BOOK,Customer_Search,book_set,1
ABIS_BOOK,Customer_Search,book_subject,3
ABIS_BOOK,Customer_Search,book_title,21
ABIS_BOOK,Customer_Search,book_type,3
ABIS_BOOK,Customer_Search,book_year,1
ABIS_BOOK,Customer_Search,brand,9
ABIS_BOOK,Customer_Search,card_type,1
ABIS_BOOK,Customer_Search,category,35
ABIS_BOOK,Customer_Search,class,2
ABIS_BOOK,Customer_Search,color,2
ABIS_BOOK,Customer_Search,condition,1
ABIS_BOOK,Customer_Search,contact_details,1
ABIS_BOOK,Customer_Search,contact_information,1
ABIS_BOOK,Customer_Search,contact_number,1
ABIS_BOOK,Customer_Search,contributor,11
ABIS_BOOK,Customer_Search,country_of_origin,1
ABIS_BOOK,Customer_Search,course_material,1
ABIS_BOOK,Customer_Search,customer service,1
ABIS_BOOK,Customer_Search,customer_care_number,1
ABIS_BOOK,Customer_Search,customer_service,3
ABIS_BOOK,Customer_Search,device_type,1
ABIS_BOOK,Customer_Search,edition,3
ABIS_BOOK,Customer_Search,edition_number,1
ABIS_BOOK,Customer_Search,exam_category,1
ABIS_BOOK,Customer_Search,exam_preparation,3
ABIS_BOOK,Customer_Search,exam_preparation_level,1
ABIS_BOOK,Customer_Search,exam_purpose,1
ABIS_BOOK,Customer_Search,exam_type,1
ABIS_BOOK,Customer_Search,fiction_genre,1
ABIS_BOOK,Customer_Search,format,46
ABIS_BOOK,Customer_Search,franchise,1
ABIS_BOOK,Customer_Search,genre,139
ABIS_BOOK,Customer_Search,grade,4
ABIS_BOOK,Customer_Search,illustrator,1
ABIS_BOOK,Customer_Search,instructor,1
ABIS_BOOK,Customer_Search,item_dimensions,14
ABIS_BOOK,Customer_Search,item_weight,3
ABIS_BOOK,Customer_Search,language,93
ABIS_BOOK,Customer_Search,level,3
ABIS_BOOK,Customer_Search,literary_form,1
ABIS_BOOK,Customer_Search,literature_genre,1
ABIS_BOOK,Customer_Search,manga_series,1
ABIS_BOOK,Customer_Search,occasion,1
ABIS_BOOK,Customer_Search,pages,13
ABIS_BOOK,Customer_Search,product_category,1
ABIS_BOOK,Customer_Search,product_edition_year,1
ABIS_BOOK,Customer_Search,product_name,2
ABIS_BOOK,Customer_Search,product_quality,1
ABIS_BOOK,Customer_Search,product_type,17
ABIS_BOOK,Customer_Search,publication,4
ABIS_BOOK,Customer_Search,publication_date,46
ABIS_BOOK,Customer_Search,publication_format,1
ABIS_BOOK,Customer_Search,publication_title,1
ABIS_BOOK,Customer_Search,publication_type,3
ABIS_BOOK,Customer_Search,publication_year,6
ABIS_BOOK,Customer_Search,publisher,30
ABIS_BOOK,Customer_Search,publisher_name,1
ABIS_BOOK,Customer_Search,reading_level,3
ABIS_BOOK,Customer_Search,regional_books,1
ABIS_BOOK,Customer_Search,religion,2
ABIS_BOOK,Customer_Search,religious_book,1
ABIS_BOOK,Customer_Search,religious_text,3
ABIS_BOOK,Customer_Search,review,1
ABIS_BOOK,Customer_Search,sales_rank,1
ABIS_BOOK,Customer_Search,scripture,1
ABIS_BOOK,Customer_Search,series,3
ABIS_BOOK,Customer_Search,series_title,134
ABIS_BOOK,Customer_Search,study_level,1
ABIS_BOOK,Customer_Search,study_material,1
ABIS_BOOK,Customer_Search,sub-title,1
ABIS_BOOK,Customer_Search,sub_category,1
ABIS_BOOK,Customer_Search,subject,41
ABIS_BOOK,Customer_Search,subject area,1
ABIS_BOOK,Customer_Search,subject_category,2
ABIS_BOOK,Customer_Search,subject_matter,1
ABIS_BOOK,Customer_Search,subscription_type,1
ABIS_BOOK,Customer_Search,target_audience,5
ABIS_BOOK,Customer_Search,theme,2
ABIS_BOOK,Customer_Search,title,34
ABIS_BOOK,Customer_Search,topic,10
ABIS_BOOK,Customer_Search,translation,1
ABIS_BOOK,Customer_Search,travel_product_type,1
ABIS_BOOK,Customer_Search,type,3
ABIS_BOOK,Customer_Search,vocabulary_type,1
ABIS_BOOK,Customer_Search,year,1
ABIS_BOOK,FAQ,edition,3
ABIS_BOOK,FAQ,item_dimensions,1
ABIS_BOOK,FAQ,pages,8
ABIS_BOOK,FAQ,publication_date,1
ABIS_EBOOKS,Customer_Search, 1 year,1
ABIS_EBOOKS,Customer_Search, 999,1
ABIS_EBOOKS,Customer_Search, Audiobook Genre,1
ABIS_EBOOKS,Customer_Search, Book Author,1
ABIS_EBOOKS,Customer_Search, Book Publication Year,1
ABIS_EBOOKS,Customer_Search, Card Issuer,1
ABIS_EBOOKS,Customer_Search, Deals,1
ABIS_EBOOKS,Customer_Search, Genre,3
ABIS_EBOOKS,Customer_Search, Issuer Bank,1
ABIS_EBOOKS,Customer_Search, Language,1
ABIS_EBOOKS,Customer_Search, Membership Validity,1
ABIS_EBOOKS,Customer_Search, Model Name,1
ABIS_EBOOKS,Customer_Search, Offers,1
ABIS_EBOOKS,Customer_Search, Product Line,1
ABIS_EBOOKS,Customer_Search, Product Series,1
ABIS_EBOOKS,Customer_Search, Subject,1
ABIS_EBOOKS,Customer_Search, Subscription Duration,1
ABIS_EBOOKS,Customer_Search, booking,1
ABIS_EBOOKS,Customer_Search, products,1
ABIS_EBOOKS,Customer_Search, sample,1
ABIS_EBOOKS,Customer_Search, support,1
ABIS_EBOOKS,Customer_Search, ticket,1
ABIS_EBOOKS,Customer_Search,Account Management,2
ABIS_EBOOKS,Customer_Search,Amazon,1
ABIS_EBOOKS,Customer_Search,Audible,1
ABIS_EBOOKS,Customer_Search,Author,4
ABIS_EBOOKS,Customer_Search,Book Category,2
ABIS_EBOOKS,Customer_Search,Book Format,1
ABIS_EBOOKS,Customer_Search,Book Genre,2
ABIS_EBOOKS,Customer_Search,Book Language,1
ABIS_EBOOKS,Customer_Search,Book Series,1
ABIS_EBOOKS,Customer_Search,Book Type,1
ABIS_EBOOKS,Customer_Search,Books,1
ABIS_EBOOKS,Customer_Search,Brand,1
ABIS_EBOOKS,Customer_Search,Brand Name,1
ABIS_EBOOKS,Customer_Search,Card Network,1
ABIS_EBOOKS,Customer_Search,Category,2
ABIS_EBOOKS,Customer_Search,Character Representation,1
ABIS_EBOOKS,Customer_Search,Contact Information,1
ABIS_EBOOKS,Customer_Search,Customer Issue,1
ABIS_EBOOKS,Customer_Search,Customer Service,2
ABIS_EBOOKS,Customer_Search,Customer Support,1
ABIS_EBOOKS,Customer_Search,Deal/Offer,1
ABIS_EBOOKS,Customer_Search,Digital Services,1
ABIS_EBOOKS,Customer_Search,Discount,1
ABIS_EBOOKS,Customer_Search,Discount Offers,1
ABIS_EBOOKS,Customer_Search,Discounts,2
ABIS_EBOOKS,Customer_Search,Electronics,4
ABIS_EBOOKS,Customer_Search,Fit,1
ABIS_EBOOKS,Customer_Search,Genre,6
ABIS_EBOOKS,Customer_Search,Habits,1
ABIS_EBOOKS,Customer_Search,ITEM_PRICE,1
ABIS_EBOOKS,Customer_Search,ITEM_TITLE,1
ABIS_EBOOKS,Customer_Search,Iphone,1
ABIS_EBOOKS,Customer_Search,Kindle Unlimited,1
ABIS_EBOOKS,Customer_Search,LANGUAGE,1
ABIS_EBOOKS,Customer_Search,Language,7
ABIS_EBOOKS,Customer_Search,Membership,1
ABIS_EBOOKS,Customer_Search,Membership Type,2
ABIS_EBOOKS,Customer_Search,OFFER,1
ABIS_EBOOKS,Customer_Search,Offer,2
ABIS_EBOOKS,Customer_Search,Order Status,1
ABIS_EBOOKS,Customer_Search,PRODUCT,1
ABIS_EBOOKS,Customer_Search,PRODUCT_NAME,1
ABIS_EBOOKS,Customer_Search,PRODUCT_PRICE,1
ABIS_EBOOKS,Customer_Search,Payment Method,2
ABIS_EBOOKS,Customer_Search,Payment Mode,1
ABIS_EBOOKS,Customer_Search,Payment Modes,1
ABIS_EBOOKS,Customer_Search,Payment Option,1
ABIS_EBOOKS,Customer_Search,Price,1
ABIS_EBOOKS,Customer_Search,Price Range,1
ABIS_EBOOKS,Customer_Search,Prime Reading,1
ABIS_EBOOKS,Customer_Search,Print/Pattern Name,1
ABIS_EBOOKS,Customer_Search,Product Category,1
ABIS_EBOOKS,Customer_Search,Product Line,1
ABIS_EBOOKS,Customer_Search,Product Promotion,1
ABIS_EBOOKS,Customer_Search,Product Type,3
ABIS_EBOOKS,Customer_Search,Recharge,1
ABIS_EBOOKS,Customer_Search,STORE,1
ABIS_EBOOKS,Customer_Search,Sale,1
ABIS_EBOOKS,Customer_Search,Sample Packs,1
ABIS_EBOOKS,Customer_Search,Spin and Win,1
ABIS_EBOOKS,Customer_Search,Streaming Device,1
ABIS_EBOOKS,Customer_Search,Streaming Devices,1
ABIS_EBOOKS,Customer_Search,Streaming Service,1
ABIS_EBOOKS,Customer_Search,Subscription,4
ABIS_EBOOKS,Customer_Search,Subscription Benefit,1
ABIS_EBOOKS,Customer_Search,Subscription Plan,1
ABIS_EBOOKS,Customer_Search,Subscription Service,2
ABIS_EBOOKS,Customer_Search,Subscription Type,1
ABIS_EBOOKS,Customer_Search,Travel Category,1
ABIS_EBOOKS,Customer_Search,account,1
ABIS_EBOOKS,Customer_Search,art,1
ABIS_EBOOKS,Customer_Search,author,3
ABIS_EBOOKS,Customer_Search,bank account,1
ABIS_EBOOKS,Customer_Search,book,2
ABIS_EBOOKS,Customer_Search,books,3
ABIS_EBOOKS,Customer_Search,comic book,1
ABIS_EBOOKS,Customer_Search,complaint,1
ABIS_EBOOKS,Customer_Search,contact details,1
ABIS_EBOOKS,Customer_Search,contact information,1
ABIS_EBOOKS,Customer_Search,credit,1
ABIS_EBOOKS,Customer_Search,credit card,4
ABIS_EBOOKS,Customer_Search,currency,1
ABIS_EBOOKS,Customer_Search,customer care,3
ABIS_EBOOKS,Customer_Search,customer service,3
ABIS_EBOOKS,Customer_Search,eBook Type,1
ABIS_EBOOKS,Customer_Search,ebook,1
ABIS_EBOOKS,Customer_Search,flight,1
ABIS_EBOOKS,Customer_Search,free,4
ABIS_EBOOKS,Customer_Search,kindle,1
ABIS_EBOOKS,Customer_Search,literature,1
ABIS_EBOOKS,Customer_Search,login,1
ABIS_EBOOKS,Customer_Search,membership,3
ABIS_EBOOKS,Customer_Search,mystery,1
ABIS_EBOOKS,Customer_Search,offer,1
ABIS_EBOOKS,Customer_Search,order,1
ABIS_EBOOKS,Customer_Search,payment_method,1
ABIS_EBOOKS,Customer_Search,price,2
ABIS_EBOOKS,Customer_Search,prime,1
ABIS_EBOOKS,Customer_Search,prime membership,2
ABIS_EBOOKS,Customer_Search,product,3
ABIS_EBOOKS,Customer_Search,promo codes,1
ABIS_EBOOKS,Customer_Search,refund status,1
ABIS_EBOOKS,Customer_Search,romance,1
ABIS_EBOOKS,Customer_Search,sample,1
ABIS_EBOOKS,Customer_Search,student,1
ABIS_EBOOKS,Customer_Search,subscription,4
BABY_PRODUCT,Customer_Search, Age Group,8
BABY_PRODUCT,Customer_Search, Age Range,1
BABY_PRODUCT,Customer_Search, Appliance Category,1
BABY_PRODUCT,Customer_Search, Baby &amp; Kids Products,1
BABY_PRODUCT,Customer_Search, Baby Care,2
BABY_PRODUCT,Customer_Search, Baby Product Category,1
BABY_PRODUCT,Customer_Search, Brand,1
BABY_PRODUCT,Customer_Search, Brand Name,1
BABY_PRODUCT,Customer_Search, Gender,3
BABY_PRODUCT,Customer_Search, Ideal For,1
BABY_PRODUCT,Customer_Search, Intended User,1
BABY_PRODUCT,Customer_Search, Item Type,1
BABY_PRODUCT,Customer_Search, Material,5
BABY_PRODUCT,Customer_Search, Nursery Accessories,1
BABY_PRODUCT,Customer_Search, Nursing &amp; Feeding,1
BABY_PRODUCT,Customer_Search, Occasion,1
BABY_PRODUCT,Customer_Search, Play Gyms),1
BABY_PRODUCT,Customer_Search, Product Category,1
BABY_PRODUCT,Customer_Search, Product Type,2
BABY_PRODUCT,Customer_Search, Sub-Category,6
BABY_PRODUCT,Customer_Search, Sub-category,1
BABY_PRODUCT,Customer_Search, Subcategory,1
BABY_PRODUCT,Customer_Search, Target Audience,2
BABY_PRODUCT,Customer_Search, Target User,1
BABY_PRODUCT,Customer_Search, Type,1
BABY_PRODUCT,Customer_Search, brand,1
BABY_PRODUCT,Customer_Search, product_category,1
BABY_PRODUCT,Customer_Search,Age,2
BABY_PRODUCT,Customer_Search,Age Group,9
BABY_PRODUCT,Customer_Search,Age Group:Kids,1
BABY_PRODUCT,Customer_Search,Age Range,2
BABY_PRODUCT,Customer_Search,Age_Group,1
BABY_PRODUCT,Customer_Search,Baby &amp; Kids Product Type,1
BABY_PRODUCT,Customer_Search,Baby Care,9
BABY_PRODUCT,Customer_Search,Baby Gear,1
BABY_PRODUCT,Customer_Search,Baby Nursery,1
BABY_PRODUCT,Customer_Search,Baby Product Type,3
BABY_PRODUCT,Customer_Search,Baby Products,1
BABY_PRODUCT,Customer_Search,Baby Safety,1
BABY_PRODUCT,Customer_Search,Baby Safety Products,1
BABY_PRODUCT,Customer_Search,Bag Style,1
BABY_PRODUCT,Customer_Search,Brand,1
BABY_PRODUCT,Customer_Search,Capacity,1
BABY_PRODUCT,Customer_Search,Category,31
BABY_PRODUCT,Customer_Search,Category (e.g. Baby Toys,1
BABY_PRODUCT,Customer_Search,Category/Sub-Category,1
BABY_PRODUCT,Customer_Search,Category:Home Decor,1
BABY_PRODUCT,Customer_Search,Child Lock,1
BABY_PRODUCT,Customer_Search,Child Safety,1
BABY_PRODUCT,Customer_Search,Door Accessory Type,1
BABY_PRODUCT,Customer_Search,Feeding Accessories,1
BABY_PRODUCT,Customer_Search,Feeding Bottles &amp; Accessories,1
BABY_PRODUCT,Customer_Search,Feeding Pillows,1
BABY_PRODUCT,Customer_Search,Footwear Type,1
BABY_PRODUCT,Customer_Search,Furniture Features,1
BABY_PRODUCT,Customer_Search,Gift Occasion,1
BABY_PRODUCT,Customer_Search,Health &amp; Wellness,1
BABY_PRODUCT,Customer_Search,Lock Type,1
BABY_PRODUCT,Customer_Search,Material,3
BABY_PRODUCT,Customer_Search,Nursery,2
BABY_PRODUCT,Customer_Search,Nursing &amp; Maternity Supplies,1
BABY_PRODUCT,Customer_Search,Occasion,2
BABY_PRODUCT,Customer_Search,Personal Care,1
BABY_PRODUCT,Customer_Search,Product Category,12
BABY_PRODUCT,Customer_Search,Product Type,12
BABY_PRODUCT,Customer_Search,Purpose,1
BABY_PRODUCT,Customer_Search,Recipient,1
BABY_PRODUCT,Customer_Search,Room,1
BABY_PRODUCT,Customer_Search,Safety Feature,1
BABY_PRODUCT,Customer_Search,Safety Features,1
BABY_PRODUCT,Customer_Search,Sub-Category,1
BABY_PRODUCT,Customer_Search,Target Audience,3
BABY_PRODUCT,Customer_Search,Target User,2
BABY_PRODUCT,Customer_Search,Theme,1
BABY_PRODUCT,Customer_Search,Toy Category,1
BABY_PRODUCT,Customer_Search,Usage,1
BABY_PRODUCT,Customer_Search,age_group,6
BABY_PRODUCT,Customer_Search,gender,1
BABY_PRODUCT,Customer_Search,product,2
BABY_PRODUCT,Customer_Search,product_lot_code_tracking_class,58
BABY_PRODUCT,Customer_Search,product_type,2
BABY_PRODUCT,FAQ,lot,1
BABY_PRODUCT,FAQ,product_lot_code_tracking_class,5
BALLOON,Customer_Search, age_group,1
BALLOON,Customer_Search, event,1
BALLOON,Customer_Search, gender,1
BALLOON,Customer_Search, gender_type,1
BALLOON,Customer_Search, included_components,1
BALLOON,Customer_Search, item_dimensions,7
BALLOON,Customer_Search, item_type,1
BALLOON,Customer_Search, material,3
BALLOON,Customer_Search, occasion,2
BALLOON,Customer_Search, occasion_type,12
BALLOON,Customer_Search, size,5
BALLOON,Customer_Search, theme,13
BALLOON,Customer_Search, unit_count,7
BALLOON,Customer_Search,age_group,1
BALLOON,Customer_Search,balloon_type,1
BALLOON,Customer_Search,brand,3
BALLOON,Customer_Search,category,3
BALLOON,Customer_Search,celebration_occasion,1
BALLOON,Customer_Search,character_name,1
BALLOON,Customer_Search,color,14
BALLOON,Customer_Search,filling_material,1
BALLOON,Customer_Search,included_components,1
BALLOON,Customer_Search,item_dimensions,5
BALLOON,Customer_Search,material,5
BALLOON,Customer_Search,material_type,1
BALLOON,Customer_Search,numeric_theme,2
BALLOON,Customer_Search,occasion,7
BALLOON,Customer_Search,occasion_theme,1
BALLOON,Customer_Search,occasion_type,20
BALLOON,Customer_Search,occasion_usage,1
BALLOON,Customer_Search,occasion_use,1
BALLOON,Customer_Search,party_type,1
BALLOON,Customer_Search,product_type,5
BALLOON,Customer_Search,recipient_gender,1
BALLOON,Customer_Search,shape,2
BALLOON,Customer_Search,size,4
BALLOON,Customer_Search,theme,20
BALLOON,Customer_Search,theme_party,1
BALLOON,Customer_Search,theme_type,1
BALLOON,Customer_Search,unit_count,1
BALLOON,FAQ,item_dimensions,1
BALLOON,FAQ,size,11
BALLOON,FAQ,unit_count,13
BED_LINEN_SET,Customer_Search, bed_size,2
BED_LINEN_SET,Customer_Search, color,4
BED_LINEN_SET,Customer_Search, fabric,1
BED_LINEN_SET,Customer_Search, fabric_type,1
BED_LINEN_SET,Customer_Search, included_components,1
BED_LINEN_SET,Customer_Search, material,5
BED_LINEN_SET,Customer_Search, material_composition,1
BED_LINEN_SET,Customer_Search, material_type,2
BED_LINEN_SET,Customer_Search, pattern,1
BED_LINEN_SET,Customer_Search, product_type,1
BED_LINEN_SET,Customer_Search, sheet_size,1
BED_LINEN_SET,Customer_Search, size,8
BED_LINEN_SET,Customer_Search, style,2
BED_LINEN_SET,Customer_Search, thread_count,2
BED_LINEN_SET,Customer_Search,bed_size,9
BED_LINEN_SET,Customer_Search,bed_size_type,1
BED_LINEN_SET,Customer_Search,bed_type,1
BED_LINEN_SET,Customer_Search,brand,1
BED_LINEN_SET,Customer_Search,category,1
BED_LINEN_SET,Customer_Search,closure_type,1
BED_LINEN_SET,Customer_Search,fabric_type,1
BED_LINEN_SET,Customer_Search,fit_dimension,1
BED_LINEN_SET,Customer_Search,material,12
BED_LINEN_SET,Customer_Search,product_line,1
BED_LINEN_SET,Customer_Search,sheet_type,2
BED_LINEN_SET,Customer_Search,size,10
BED_LINEN_SET,Customer_Search,special_feature,1
BED_LINEN_SET,Customer_Search,style,1
BED_LINEN_SET,Customer_Search,thread_count,2
BED_LINEN_SET,FAQ,material,9
BED_LINEN_SET,FAQ,size,9
BED_LINEN_SET,FAQ,style,1
BED_LINEN_SET,FAQ,thread_count,7
BLANK_BOOK,Customer_Search, Design,1
BLANK_BOOK,Customer_Search, author,1
BLANK_BOOK,Customer_Search, binding,3
BLANK_BOOK,Customer_Search, binding_type,2
BLANK_BOOK,Customer_Search, book_subject,1
BLANK_BOOK,Customer_Search, color,1
BLANK_BOOK,Customer_Search, cover_material,8
BLANK_BOOK,Customer_Search, diary_style,1
BLANK_BOOK,Customer_Search, diary_type,2
BLANK_BOOK,Customer_Search, item_length_width_thickness,5
BLANK_BOOK,Customer_Search, language,1
BLANK_BOOK,Customer_Search, notebook_binding,1
BLANK_BOOK,Customer_Search, notebook_ruling,1
BLANK_BOOK,Customer_Search, notebook_size,1
BLANK_BOOK,Customer_Search, notebook_type,1
BLANK_BOOK,Customer_Search, number_of_pages,2
BLANK_BOOK,Customer_Search, pages,4
BLANK_BOOK,Customer_Search, paper_quality,2
BLANK_BOOK,Customer_Search, paper_ruling,1
BLANK_BOOK,Customer_Search, paper_size,4
BLANK_BOOK,Customer_Search, price,1
BLANK_BOOK,Customer_Search, publisher,1
BLANK_BOOK,Customer_Search, ruling_style,1
BLANK_BOOK,Customer_Search, ruling_type,3
BLANK_BOOK,Customer_Search, special_feature,2
BLANK_BOOK,Customer_Search, style,12
BLANK_BOOK,Customer_Search, target_audience,1
BLANK_BOOK,Customer_Search, theme,6
BLANK_BOOK,Customer_Search,Notebook type,1
BLANK_BOOK,Customer_Search,Pattern,1
BLANK_BOOK,Customer_Search,Stationery Type,1
BLANK_BOOK,Customer_Search,author,1
BLANK_BOOK,Customer_Search,binding,2
BLANK_BOOK,Customer_Search,binding_type,6
BLANK_BOOK,Customer_Search,book_type,3
BLANK_BOOK,Customer_Search,brand,38
BLANK_BOOK,Customer_Search,category,4
BLANK_BOOK,Customer_Search,cover_material,19
BLANK_BOOK,Customer_Search,diary_lock,1
BLANK_BOOK,Customer_Search,diary_type,3
BLANK_BOOK,Customer_Search,gender,3
BLANK_BOOK,Customer_Search,gender_segment,1
BLANK_BOOK,Customer_Search,genre,2
BLANK_BOOK,Customer_Search,item_length_width_thickness,18
BLANK_BOOK,Customer_Search,journal_type,1
BLANK_BOOK,Customer_Search,language,1
BLANK_BOOK,Customer_Search,lock_type,1
BLANK_BOOK,Customer_Search,notebook_type,8
BLANK_BOOK,Customer_Search,number_of_pages,4
BLANK_BOOK,Customer_Search,page_count,2
BLANK_BOOK,Customer_Search,pages,12
BLANK_BOOK,Customer_Search,paper_quality,2
BLANK_BOOK,Customer_Search,paper_size,14
BLANK_BOOK,Customer_Search,pattern,2
BLANK_BOOK,Customer_Search,product_type,3
BLANK_BOOK,Customer_Search,publisher,1
BLANK_BOOK,Customer_Search,ruled/unruled,1
BLANK_BOOK,Customer_Search,ruling_style,1
BLANK_BOOK,Customer_Search,ruling_type,5
BLANK_BOOK,Customer_Search,sheet_type,1
BLANK_BOOK,Customer_Search,size,1
BLANK_BOOK,Customer_Search,special_feature,5
BLANK_BOOK,Customer_Search,style,24
BLANK_BOOK,Customer_Search,target_age_group,1
BLANK_BOOK,Customer_Search,theme,7
BLANK_BOOK,Customer_Search,type,2
BLANK_BOOK,Customer_Search,usage,2
BLANK_BOOK,Customer_Search,usage_type,1
BLANK_BOOK,DPMO,brand,1
BLANK_BOOK,FAQ,pages,9
BLANK_BOOK,FAQ,paper_size,2
BLANK_BOOK,FAQ,ruling_type,3
BOOKEND,Customer_Search, item_depth_width_height,3
BOOKEND,Customer_Search, item_usage,1
BOOKEND,Customer_Search, item_use,1
