product_type,attributes,UMP,Seller - Required vs Optional
TOILET,model_number,,Required
TOWEL_HOLDER,model_number,,Required
TOY_FIGURE,model_number,,Required
TOY_VEHICLE_SET,model_number,,Required
UNINTERRUPTIBLE_POWER_SUPPLY,model_number,,Required
VACUUM_CLEANER,model_number,,Required
WASHER_DRYER_COMBINATION,model_number,,Required
PRINTER,model_series,,Optional
BICYCLE,model_year,,Optional
TEXTILE_IRON,model_year,,Optional
VEHICLE_LIGHT_ASSEMBLY,model_year,,Optional
TELEVISION,motion_enhancement_technology,,Optional
VACUUM_CLEANER,motor_horsepower,,Optional
BARBELL,mounting_hole_diameter,,Optional
CADDY,mounting_type,,Optional
CAMERA_DIGITAL,mounting_type,,Optional
CHARGING_ADAPTER,mounting_type,,Optional
DRESSER,mounting_type,,Optional
HANGING_ORNAMENT,mounting_type,,Optional
HANGING_ROD,mounting_type,,Optional
JEWELRY_STORAGE,mounting_type,,Optional
LAMPSHADE,mounting_type,,Optional
SPACE_HEATER,mounting_type,,Optional
VEHICLE_MIRROR,mounting_type,,Optional
NAIL_POLISH,nail_polish_type,,Optional
EDIBLE_OIL_VEGETABLE,net_content_volume,,Optional
SECURITY_CAMERA,night_vision_range,,Optional
POWER_BANK,special_feature,,Optional
HEADPHONES,noise_control,,Optional
ELECTRIC_FAN,noise_level,,Optional
HARDWARE_TUBING,nominal_wall_thickness,,Optional
TOY_VEHICLE_SET,not_for_kids,,Optional
BATTERY,num_batteries,,Required
ELECTRIC_LIGHT,num_batteries,,Required
FLASHLIGHT,num_batteries,,Required
GARLAND,num_batteries,,Required
INPUT_PEN,num_batteries,,Required
LANDLINE_PHONE,num_batteries,,Required
ROTARY_TOOL,num_batteries,,Required
SPEAKERS,num_batteries,,Required
TELEVISION,num_batteries,,Required
TOY_FIGURE,num_batteries,,Required
PRESSURE_COOKER,special_feature,,Optional
KEYBOARDS,number_of_batteries,,Optional
DESK,number_of_cabinets,,Optional
AUTO_BATTERY,number_of_cells,,Optional
CAMERA_DIGITAL,number_of_channels,,Optional
ELECTRONIC_COMPONENT_AMPLIFIER,number_of_channels,,Optional
SECURITY_CAMERA,number_of_channels,,Optional
SURVEILLANCE_RECORDER_SYSTEM,number_of_channels,,Optional
AIR_CONDITIONER,number_of_circuits,,Optional
SPEAKERS,number_of_circuits,,Optional
STROLLER,number_of_cup_holders,,Optional
CAMERA_DIGITAL,number_of_diaphragm_blades,,Optional
TENT,number_of_doors,,Optional
PRINTER,number_of_drivers,,Optional
DESK,number_of_enclosed_shelves,,Optional
VACUUM_CLEANER,number_of_handles,,Optional
AIR_CONDITIONER,number_of_heating_elements,,Optional
BARBECUE_GRILL,number_of_heating_elements,,Optional
BACKPACK,number_of_items,,Required
CEREAL,number_of_items,,Required
CHARGING_ADAPTER,number_of_items,,Required
CHOCOLATE_CANDY,number_of_items,,Required
COOKIE,number_of_items,,Required
FURNITURE_LINER,number_of_items,,Required
PRINTER,resolution,,Optional
PRINTER,special_feature,,Optional
PROTEIN_SUPPLEMENT_POWDER,number_of_items,,Required
SKIN_CLEANING_AGENT,number_of_items,,Required
SKIN_MOISTURIZER,number_of_items,,Required
TABLE,number_of_items,,Required
PROTECTIVE_GLOVE,special_feature,,Optional
WINDOW_SHADE,number_of_items,,Required
MATTRESS,number_of_layers,,Optional
TABLE,number_of_leaves,,Optional
PRINTER,number_of_licenses,,Optional
LAMP,number_of_light_sources,,Optional
LIGHT_FIXTURE,number_of_light_sources,,Optional
MATTRESS,number_of_mattress_coils,,Optional
SPEAKERS,number_of_microphones,,Optional
CABINET,number_of_pieces,,Required
COFFEE,number_of_pieces,,Optional
PULL_UP_BAR,special_feature,,Optional
COOKIE,number_of_pieces,,Optional
GREETING_CARD,number_of_pieces,,Optional
HARDWARE_HANDLE,number_of_pieces,,Optional
PAJAMAS,number_of_pieces,,Required
PEST_CONTROL_DEVICE,number_of_pieces,,Optional
RUG,number_of_pieces,,Optional
PUZZLES,manufacturer_minimum_age,,Required
STICKER_DECAL,number_of_pieces,,Optional
ELECTRONIC_CABLE,number_of_pins,,Optional
SPORT_TABLE_GAME,number_of_players,,Optional
BACKPACK,number_of_pockets,,Optional
MULTIPORT_HUB,number_of_ports,,Optional
POWER_BANK,number_of_ports,,Required
VALVE,number_of_ports,,Optional
AIR_CONDITIONER,number_of_power_levels,,Optional
BARBECUE_GRILL,number_of_power_levels,,Optional
SPEAKERS,number_of_power_levels,,Optional
VACUUM_CLEANER,number_of_power_levels,,Optional
TREADMILL,number_of_programs,,Optional
BARBECUE_GRILL,number_of_racks,,Optional
KEYBOARDS,number_of_sections,,Optional
TABLECLOTH,number_of_sets,,Optional
TABLE,number_of_shelves,,Optional
VACUUM_CLEANER,number_of_speeds,,Optional
PRINTER,number_of_trays,,Optional
AIR_CONDITIONER,number_of_tubes,,Optional
AUTOMOTIVE_HELMET,number_of_vents,,Optional
STROLLER,number_of_wheels,,Optional
VACUUM_CLEANER,number_of_wheels,,Optional
RICE_COOKERS,special_feature,,Optional
ELECTRONIC_WIRE,number_of_wires,,Optional
RIDE_ON_TOY,size,,Required
RIDE_ON_TOY,sub_brand,,Optional
BALLOON,numeric_theme,,Optional
NUT_BUTTER,nut_seed_type,,Optional
BABY_FORMULA,nutritional_info,,Optional
BAKING_CHOCOLATE,nutritional_info,,Optional
BAKING_MIX,nutritional_info,,Optional
BREAKFAST_CEREAL,nutritional_info,,Optional
ROBOTIC_VACUUM_CLEANER,filter_type,,Optional
CAKE,nutritional_info,,Optional
CANDY,nutritional_info,,Optional
CHOCOLATE_CANDY,nutritional_info,,Optional
ROTARY_TOOL,color,,Required
COFFEE,nutritional_info,,Optional
CONDIMENT,nutritional_info,,Optional
COOKIE,nutritional_info,,Optional
CRACKER,nutritional_info,,Optional
ROTARY_TOOL,special_feature,,Optional
CULINARY_SALT,nutritional_info,,Optional
DAIRY_BASED_BUTTER,nutritional_info,,Optional
DAIRY_BASED_DRINK,nutritional_info,,Optional
DRINK_FLAVORED,nutritional_info,,Optional
FLAVORED_DRINK_CONCENTRATE,nutritional_info,,Optional
FLOUR,nutritional_info,,Optional
FOOD,nutritional_info,,Optional
FRUIT,nutritional_info,,Optional
HERB,nutritional_info,,Optional
HONEY,nutritional_info,,Optional
JUICE_AND_JUICE_DRINK,nutritional_info,,Optional
LEGUME,nutritional_info,,Optional
MEAL_REPLACEMENT_BEVERAGE,nutritional_info,,Optional
MILK_SUBSTITUTE,nutritional_info,,Optional
NOODLE,nutritional_info,,Optional
NUT_AND_SEED,nutritional_info,,Optional
PICKLE,nutritional_info,,Optional
PUFFED_SNACK,nutritional_info,,Optional
SAUCE,nutritional_info,,Optional
SNACK_CHIP_AND_CRISP,nutritional_info,,Optional
SNACK_FOOD_BAR,nutritional_info,,Optional
SNACK_MIX,nutritional_info,,Optional
SUGAR_SUBSTITUTE,nutritional_info,,Optional
SAFE,special_feature,,Optional
SUGAR,nutritional_info,,Optional
SYRUP,nutritional_info,,Optional
VEGETABLE,nutritional_info,,Optional
SAFETY_GLASSES,special_feature,,Optional
BAKING_PAN,occasion,,Optional
SAFETY_MASK,pattern,,Required
SUGAR_CANDY,occasion,,Optional
SALWAR_SUIT_SET,pattern,,Required
CANDLE,occasion_type,,Optional
CHARM,occasion_type,,Optional
CURTAIN,occasion_type,,Optional
DRINKING_CUP,occasion_type,,Optional
SANITARY_NAPKIN,material_feature,,Optional
PAJAMAS,occasion_type,,Optional
PET_APPAREL,occasion_type,,Optional
PICTURE_FRAME,occasion_type,,Optional
RUG,occasion_type,,Optional
SLIPPER,occasion_type,,Optional
STRING_LIGHT,occasion_type,,Optional
SUGAR_CANDY,occasion_type,,Optional
SWEATSHIRT,occasion_type,,Optional
TABLECLOTH,occasion_type,,Optional
TOY_FIGURE,occasion_type,,Optional
SPLASH_POOL,occupancy,,Optional
TENT,occupant_capacity,,Required
NOTEBOOK_COMPUTER,office_productivity_software_included,,Optional
WINDOW_SHADE,opacity,,Optional
STORAGE_BOX,opening_mechanism,,Optional
TRASH_CAN,opening_mechanism,,Optional
FUEL_LAMP,operating_life,,Optional
GRAPHIC_TABLET,operating_system,,Optional
KEYBOARD_INSTRUMENTS,operating_system,,Optional
SCIENCE_FUNDAMENTALS_KIT,sub_brand,,Optional
SURVEILLANCE_RECORDER_SYSTEM,operating_system,,Optional
CONTROLLER,operating_temperature,,Optional
GLUCOSE_METER,operating_time,,Optional
NON_RIDING_TOY_VEHICLE,operation_mode,,Optional
WINDOW_SHADE,operation_mode,,Optional
SOFA,orientation,,Required
AIR_CONDITIONER,outdoor_unit_dimensions,,Optional
POWER_BANK,output_current,,Optional
SCREWDRIVER,special_feature,,Optional
AIR_FRYER,output_wattage,,Optional
HARDWARE_TUBING,outside_diameter,,Required
BLANK_BOOK,pages,,Optional
ART_MEDIA_PAPER,paper_finish,,Optional
PRINT_COPY_PAPER,paper_finish,,Optional
PRINT_COPY_PAPER,paper_weight,,Optional
SECURITY_CAMERA,color,,Required
WALLPAPER,pattern_match,,Optional
BOOT,pattern_type,,Optional
DISHWARE_PLATE,pattern_type,,Optional
DRINKING_CUP,pattern_type,,Optional
SECURITY_CAMERA,special_feature,,Optional
PERSONAL_COMPUTER,personal_computer_design_type,,Optional
PET_APPAREL,pet_apparel_type,,Optional
PET_TOY,pet_toy_type,,Optional
TELEVISION,picture_quality_enhancement_technology,,Optional
PILLOWCASE,pillow_type,,Optional
PILLOW,pillow_type,,Optional
MONITOR,pixel_pitch,,Optional
PLANTER,planter_form,,Optional
COMPUTER_PROCESSOR,platform,,Optional
TOY_FIGURE,play_activity_location,,Optional
PACKING_MATERIAL,post_consumer_recycled_content_percent,,Optional
MICROWAVE_OVEN,power_consumption,,Optional
MONITOR,power_consumption,,Optional
PRINTER,power_consumption,,Optional
TELEVISION,power_consumption,,Optional
AROMA_DIFFUSER,power_source_type,,Optional
BICYCLE,power_source_type,,Optional
EPILATOR,power_source_type,,Optional
KEYBOARDS,power_source_type,,Optional
LEAF_BLOWER,power_source_type,,Required
LIGHT_BULB,power_source_type,,Optional
NON_RIDING_TOY_VEHICLE,power_source_type,,Optional
SHOE_INSERT,special_feature,,Optional
POWER_BANK,power_source_type,,Optional
SURVEILLANCE_RECORDER_SYSTEM,power_source_type,,Optional
WATCH,power_source_type,,Optional
PACKING_MATERIAL,pre_consumer_recycled_content_percent,,Optional
GRAPHIC_TABLET,pressure_sensitivity,,Optional
MINERAL_SUPPLEMENT,primary_supplement_type,,Optional
NUTRITIONAL_SUPPLEMENT,primary_supplement_type,,Optional
VITAMIN,primary_supplement_type,,Optional
PRINTER,print_media_type,,Optional
KEYBOARDS,processor_count,,Optional
PRINTER,processor_count,,Optional
SPEAKERS,processor_count,,Optional
CAMERA_DIGITAL,processor_description,,Optional
HERB,produce_classification,,Optional
VEGETABLE,produce_classification,,Optional
VEGETABLE,produce_sold_as_format,,Optional
ANIMAL_FUR_CLEANER_CONDITIONER,product_benefit,,Optional
DRAIN_OPENER_SUBSTANCE,product_benefit,,Optional
ESSENTIAL_OIL,product_benefit,,Optional
FABRIC_SOFTENER,product_benefit,,Optional
SKIN_EXFOLIANT,material_feature,,Optional
FACIAL_STEAMER,product_benefit,,Optional
GARMENT_STEAMER,product_benefit,,Optional
HAIR_COLORING_AGENT,product_benefit,,Required
HAIR_REMOVAL_AGENT,product_benefit,,Required
INCENSE,product_benefit,,Optional
LIP_BALM,product_benefit,,Required
MAKE_UP,product_benefit,,Required
MATTRESS,product_benefit,,Optional
MEDICATION,product_benefit,,Optional
MINERAL_SUPPLEMENT,product_benefit,,Optional
SLEEP_MASK,material,,Required
MOISTURIZING_SOCK_GLOVE,product_benefit,,Optional
POTABLE_WATER_FILTER,product_benefit,,Optional
PROTEIN_SUPPLEMENT_POWDER,product_benefit,,Optional
SHOE_INSERT,product_benefit,,Optional
SKIN_CLEANING_WIPE,product_benefit,,Required
SNACK_FOOD_BAR,product_benefit,,Optional
THERAPEUTIC_THERMAL_COMPRESS,product_benefit,,Optional
VITAMIN,product_benefit,,Optional
DESK,product_grade,,Optional
TREADMILL,product_grade,,Optional
BABY_PRODUCT,product_lot_code_tracking_class,,Optional
CEREAL,product_shelf_life,,Optional
EDIBLE_OIL_VEGETABLE,product_shelf_life,,Optional
PHYSICAL_SOFTWARE,publication_date,,Optional
PHYSICAL_VIDEO_GAME_SOFTWARE,publication_date,,Optional
PUZZLES,puzzle_type,,Optional
POWER_BANK,rapid_charging_performance,,Optional
CAMERA_DIGITAL,read_speed,,Optional
WEIGH_SCALE,readout_accuracy,,Optional
CAMERA_DIGITAL,real_angle_of_view,,Optional
STROLLER,rear_facing_car_seat_maximum_height,,Optional
STROLLER,rear_facing_maximum_weight,,Optional
STROLLER,rear_facing_minimum_weight,,Optional
STROLLER,rear_facing_stroller_maximum_height,,Optional
DESK,recommended_number_of_people_for_assembly,,Optional
TABLE,recommended_number_of_people_for_assembly,,Optional
ADHESIVE_TAPES,recommended_uses_for_product,,Optional
AIR_COMPRESSOR,recommended_uses_for_product,,Optional
SOCKS,special_feature,,Optional
AIR_COOLER,recommended_uses_for_product,,Optional
AIR_FRYER,recommended_uses_for_product,,Optional
AROMA_DIFFUSER,recommended_uses_for_product,,Optional
ARTIFICIAL_PLANT,recommended_uses_for_product,,Optional
ASTRINGENT_SUBSTANCE,recommended_uses_for_product,,Optional
BACKPACK,recommended_uses_for_product,,Optional
SOFA,fill_material,,Optional
BANNER,recommended_uses_for_product,,Optional
BARBECUE_GRILL,recommended_uses_for_product,,Optional
BASKET,recommended_uses_for_product,,Optional
BATHWATER_ADDITIVE,recommended_uses_for_product,,Optional
BEAN_BAG_CHAIR,recommended_uses_for_product,,Optional
BLADED_FOOD_PEELER,recommended_uses_for_product,,Optional
BLANKET,recommended_uses_for_product,,Optional
SOFA,pattern,,Required
BOTTLE,recommended_uses_for_product,,Optional
BROOM,recommended_uses_for_product,,Optional
CABINET,recommended_uses_for_product,,Optional
CAMCORDER,recommended_uses_for_product,,Optional
CLOTHES_HANGER,recommended_uses_for_product,,Optional
CLOTHES_RACK,recommended_uses_for_product,,Optional
COFFEE_MAKER,recommended_uses_for_product,,Optional
COMPUTER_CHASSIS,recommended_uses_for_product,,Optional
CURTAIN,recommended_uses_for_product,,Optional
CUTTING_BOARD,recommended_uses_for_product,,Optional
DESK,recommended_uses_for_product,,Optional
DISHWARE_PLATE,recommended_uses_for_product,,Optional
DRINKING_CUP,recommended_uses_for_product,,Optional
DRYING_RACK,recommended_uses_for_product,,Optional
DUST_REMOVAL_TOOL,recommended_uses_for_product,,Optional
EARPLUG,recommended_uses_for_product,,Optional
ELECTRIC_SHAVER,recommended_uses_for_product,,Optional
ELECTRICITY_GENERATOR,recommended_uses_for_product,,Optional
ELECTRONIC_CABLE,recommended_uses_for_product,,Optional
EXERCISE_BAND,recommended_uses_for_product,,Optional
FOOD_BLENDER,recommended_uses_for_product,,Optional
FOOD_PROCESSOR,recommended_uses_for_product,,Optional
FOOD_SLICER,recommended_uses_for_product,,Optional
FOOD_STORAGE_BAG,recommended_uses_for_product,,Optional
FURNITURE_COVER,recommended_uses_for_product,,Optional
FURNITURE_LINER,recommended_uses_for_product,,Optional
HAIR_DRYER,recommended_uses_for_product,,Optional
HAIRBAND,recommended_uses_for_product,,Optional
HAT,recommended_uses_for_product,,Optional
HERBAL_SUPPLEMENT,recommended_uses_for_product,,Optional
INPUT_MOUSE,recommended_uses_for_product,,Optional
JEWELRY_STORAGE,recommended_uses_for_product,,Optional
JUICER,recommended_uses_for_product,,Optional
JUMP_ROPE,recommended_uses_for_product,,Optional
KEYBOARD_MOUSE_SET,recommended_uses_for_product,,Optional
KEYBOARDS,recommended_uses_for_product,,Optional
LAMP,recommended_uses_for_product,,Optional
LOCK,recommended_uses_for_product,,Optional
MEAL_HOLDER,recommended_uses_for_product,,Optional
MICROPHONE,recommended_uses_for_product,,Optional
MICROWAVE_OVEN,recommended_uses_for_product,,Optional
MILK_FROTHER,recommended_uses_for_product,,Optional
NETWORKING_ROUTER,recommended_uses_for_product,,Optional
PET_FEEDER,recommended_uses_for_product,,Optional
PET_TOY,recommended_uses_for_product,,Optional
PILLOWCASE,recommended_uses_for_product,,Optional
PORTABLE_ELECTRONIC_DEVICE_STAND,recommended_uses_for_product,,Optional
POWER_BANK,recommended_uses_for_product,,Optional
POWER_INVERTER,recommended_uses_for_product,,Optional
POWER_STRIP,recommended_uses_for_product,,Optional
SPINNING_TOY_TOP,size,,Required
SPINNING_TOY_TOP,sub_brand,,Optional
PROTECTIVE_GLOVE,recommended_uses_for_product,,Optional
PROTEIN_SUPPLEMENT_POWDER,recommended_uses_for_product,,Optional
PUMP_SPRAYER,recommended_uses_for_product,,Optional
ROTARY_TOOL,recommended_uses_for_product,,Optional
SAFETY_GLASSES,recommended_uses_for_product,,Optional
SCREWDRIVER,recommended_uses_for_product,,Optional
SCULPTURE,recommended_uses_for_product,,Optional
SHELF,recommended_uses_for_product,,Optional
SHOE_INSERT,recommended_uses_for_product,,Optional
SOAP_DISH,recommended_uses_for_product,,Optional
SPORT_ACTIVITY_GLOVE,department,,Required
SPACE_HEATER,recommended_uses_for_product,,Optional
SPORT_ACTIVITY_GLOVE,special_feature,,Optional
STATIONARY_BICYCLE,recommended_uses_for_product,,Optional
STICKER_DECAL,recommended_uses_for_product,,Optional
STORAGE_BAG,recommended_uses_for_product,,Optional
STORAGE_BOX,recommended_uses_for_product,,Optional
STORAGE_HOOK,recommended_uses_for_product,,Optional
SURVEILLANCE_RECORDER_SYSTEM,recommended_uses_for_product,,Optional
TABLECLOTH,recommended_uses_for_product,,Optional
SPORT_HELMET,special_feature,,Optional
TABLE,recommended_uses_for_product,,Optional
TELEVISION,recommended_uses_for_product,,Optional
TEXTILE_IRON,recommended_uses_for_product,,Optional
THERMOS,recommended_uses_for_product,,Optional
TRASH_CAN,recommended_uses_for_product,,Optional
TRAY,recommended_uses_for_product,,Optional
TREADMILL,recommended_uses_for_product,,Optional
UMBRELLA,recommended_uses_for_product,,Optional
UTILITY_SPONGE,recommended_uses_for_product,,Optional
VACUUM_CLEANER,recommended_uses_for_product,,Optional
VASE,recommended_uses_for_product,,Optional
VIDEO_CARD,recommended_uses_for_product,,Optional
VIDEO_PROJECTOR,recommended_uses_for_product,,Optional
VINEGAR,recommended_uses_for_product,,Optional
WALL_ART,recommended_uses_for_product,,Optional
WASHER,recommended_uses_for_product,,Optional
WASTE_BAG,recommended_uses_for_product,,Optional
WEIGH_SCALE,recommended_uses_for_product,,Optional
WINDOW_SHADE,recommended_uses_for_product,,Optional
WRITING_BOARD,recommended_uses_for_product,,Optional
STICKER_DECAL,style,,Required
CAMERA_DIGITAL,recording_capacity,,Optional
FILE_FOLDER,recycled_content_percentage,,Optional
REFRIGERATOR,refrigerant,,Optional
COFFEE,region_of_origin,,Optional
PICKLE,region_of_origin,,Optional
STORAGE_BAG,special_feature,,Optional
TOY_VEHICLE_SET,remote_control_technology,,Optional
UNMANNED_AERIAL_VEHICLE,remote_control_technology,,Optional
AIR_COOLER,reservoir_capacity,,Optional
AUTO_BATTERY,resistance,,Optional
STORAGE_BOX,special_feature,,Optional
STORAGE_BOX,style,,Required
STATIONARY_BICYCLE,resistance_mechanism,,Optional
BATTERY,reusability,,Optional
EARPLUG,reusability,,Optional
PROTECTIVE_GLOVE,reusability,,Optional
SANITARY_NAPKIN,reusability,,Optional
RING,ring_form_type,,Optional
BASKET,room_type,,Optional
CABINET,room_type,,Optional
STORAGE_RACK,special_feature,,Optional
DRESSER,room_type,,Optional
HOME_MIRROR,room_type,,Optional
HUMIDIFIER,room_type,,Optional
LIGHT_FIXTURE,room_type,,Optional
STRING_LIGHT,special_feature,,Optional
SPACE_HEATER,room_type,,Optional
STEP_STOOL,room_type,,Optional
TRASH_CAN,room_type,,Optional
WALL_ART,room_type,,Optional
WINDOW_SHADE,room_type,,Optional
RUG,rug_form_type,,Optional
BLANK_BOOK,ruling_type,,Optional
VACUUM_CLEANER,runtime,,Optional
BABY_FORMULA,safety_warning,,Optional
BASSINET,safety_warning,,Optional
BATHING_SPONGE,safety_warning,,Optional
BODY_LUBRICANT,safety_warning,,Optional
CABINET,safety_warning,,Optional
DAIRY_BASED_DRINK,safety_warning,,Optional
DECORATIVE_CUTOUT,safety_warning,,Optional
DECORATIVE_MAGNET,safety_warning,,Optional
DESK,safety_warning,,Optional
DRAIN_OPENER_SUBSTANCE,safety_warning,,Optional
STROLLER,special_feature,,Optional
ELECTRIC_HEATING_PAD,safety_warning,,Optional
FACIAL_STEAMER,safety_warning,,Optional
FERTILIZER,safety_warning,,Optional
FURNITURE,safety_warning,,Optional
GARDEN_TOOL_SET,safety_warning,,Optional
GARLAND,safety_warning,,Optional
HAIR_IRON,safety_warning,,Optional
HAMMOCK,safety_warning,,Optional
INSECT_REPELLENT,safety_warning,,Optional
MATTRESS,safety_warning,,Optional
MEAL_REPLACEMENT_BEVERAGE,safety_warning,,Optional
MENSTRUAL_CUP,safety_warning,,Optional
MOUTHWASH,safety_warning,,Optional
PACIFIER,safety_warning,,Optional
PEST_CONTROL_DEVICE,safety_warning,,Optional
PESTICIDE,safety_warning,,Optional
PET_PEST_CONTROL,safety_warning,,Optional
RUG,safety_warning,,Optional
SCIENCE_FUNDAMENTALS_KIT,safety_warning,,Required
SOFA,safety_warning,,Optional
SOIL,safety_warning,,Optional
TABLE_RUNNER,safety_warning,,Optional
TABLE,safety_warning,,Optional
SUITCASE,pattern,,Required
SUITCASE,size,,Required
SUITCASE,special_feature,,Optional
TOPICAL_HAIR_REGROWTH_TREATMENT,safety_warning,,Required
TOY_VEHICLE_SET,safety_warning,,Required
WOUND_DRESSING,safety_warning,,Optional
SANITARY_NAPKIN,sanitary_napkin_absorbency,,Optional
SANITARY_NAPKIN,sanitary_napkin_type,,Optional
TOY_VEHICLE_SET,scale_name,,Optional
AREA_DEODORIZER,scent_duration,,Optional
TELEVISION,screen_mirroring_technology,,Optional
AIR_CONDITIONER,seasonal_energy_efficiency_ratio,,Optional
ARTIFICIAL_TREE,seasons,,Optional
SURVEILLANCE_RECORDER_SYSTEM,color,,Required
ESSENTIAL_OIL,seasons,,Optional
VEHICLE_TIRE,seasons,,Optional
SOFA,seat_back_fill_material,,Optional
CHAIR,seat_recline,,Optional
SOFA,seat_recline,,Optional
STROLLER,seating_capacity,,Optional
TABLECLOTH,seating_capacity,,Optional
SURVEILLANCE_RECORDER_SYSTEM,special_feature,,Optional
COMPUTER_PROCESSOR,secondary_cache,,Optional
CAMERA_DIGITAL,self_timer_duration,,Optional
HEADPHONES,sensitivity,,Optional
AIR_CONDITIONER,series_number,,Optional
BARBECUE_GRILL,series_number,,Optional
KEYBOARDS,series_number,,Optional
SWEATER,special_feature,,Optional
PRINTER,series_number,,Optional
SPEAKERS,series_number,,Optional
SWEATSHIRT,special_feature,,Optional
VACUUM_CLEANER,series_number,,Optional
ABIS_BOOK,series_title,,Optional
CEREAL,serving_range,,Optional
BAKING_MIX,serving_recommendation,,Optional
CANDY,serving_recommendation,,Optional
CEREAL,serving_recommendation,,Optional
CHEWING_GUM,serving_recommendation,,Optional
COFFEE,serving_recommendation,,Optional
CONDIMENT,serving_recommendation,,Optional
COOKIE,serving_recommendation,,Optional
CRACKER,serving_recommendation,,Optional
DAIRY_BASED_DRINK,serving_recommendation,,Optional
DRINK_FLAVORED,serving_recommendation,,Optional
EDIBLE_OIL_VEGETABLE,serving_recommendation,,Optional
FLAVORED_DRINK_CONCENTRATE,serving_recommendation,,Optional
TABLECLOTH,special_feature,,Optional
TABLECLOTH,style,,Required
FLOUR,serving_recommendation,,Optional
FRUIT,serving_recommendation,,Optional
HERBAL_SUPPLEMENT,serving_recommendation,,Optional
HONEY,serving_recommendation,,Optional
JUICE_AND_JUICE_DRINK,serving_recommendation,,Optional
LEGUME,serving_recommendation,,Optional
MEAL_REPLACEMENT_BEVERAGE,serving_recommendation,,Optional
MEDICATION,serving_recommendation,,Optional
MINERAL_SUPPLEMENT,serving_recommendation,,Optional
NUT_AND_SEED,serving_recommendation,,Optional
NUTRITIONAL_SUPPLEMENT,serving_recommendation,,Optional
PUFFED_SNACK,serving_recommendation,,Optional
SAUCE,serving_recommendation,,Optional
SEASONING,serving_recommendation,,Optional
SNACK_CHIP_AND_CRISP,serving_recommendation,,Optional
SNACK_FOOD_BAR,serving_recommendation,,Optional
SNACK_MIX,serving_recommendation,,Optional
SUGAR_CANDY,serving_recommendation,,Optional
SUGAR_SUBSTITUTE,serving_recommendation,,Optional
SUGAR,serving_recommendation,,Optional
VINEGAR,serving_recommendation,,Optional
VITAMIN,serving_recommendation,,Optional
EARRING,setting_type,,Required
TABLETOP_GAME,special_feature,,Optional
NECKLACE,setting_type,,Required
BRA,shapewear_size,,Required
BAKING_PAPER,sheet_count,,Optional
STORAGE_RACK,shelf_type,,Optional
SHOES,shoe_type,,Optional
CAMCORDER,shooting_modes,,Optional
CAMERA_DIGITAL,shooting_modes,,Optional
CAMERA_DIGITAL,shutter_type,,Optional
BARBECUE_GRILL,side_burner_count,,Optional
SURVEILLANCE_RECORDER_SYSTEM,signal_format,,Optional
SPEAKERS,signal_to_noise_ratio,,Optional
EARRING,size_per_pearl,,Required
CAMERA_DIGITAL,skill_level,,Optional
SPORT_BAT,skill_level,,Optional
TOY_VEHICLE_SET,skill_level,,Optional
UNMANNED_AERIAL_VEHICLE,skill_level,,Optional
FACIAL_STEAMER,skin_type,,Optional
HAIR_REMOVAL_AGENT,skin_type,,Optional
HAND_SANITIZER,skin_type,,Required
MANUAL_SHAVING_RAZOR,skin_type,,Optional
MOISTURIZING_SOCK_GLOVE,skin_type,,Optional
RAZOR_BLADE_CARTRIDGE,skin_type,,Optional
SHAVING_AGENT,skin_type,,Optional
TOASTER,slot_count,,Optional
SNACK_FOOD_BAR,snack_food_bar_type,,Optional
SOFA,sofa_type,,Optional
ROLLER_SKATE,sole_material,,Optional
NOTEBOOK_COMPUTER,speaker_description,,Optional
TELEVISION,speaker_description,,Optional
SPEAKERS,speaker_size,,Optional
SPEAKERS,speakers_maximum_output_power,,Required
TELEVISION,speakers_maximum_output_power,,Optional
ANIMAL_FUR_CLEANER_CONDITIONER,special_ingredients,,Optional
COFFEE,special_ingredients,,Optional
DRINK_FLAVORED,special_ingredients,,Optional
LIP_COLOR,special_ingredients,,Optional
PET_FOOD,special_ingredients,,Optional
SKIN_SERUM,special_ingredients,,Optional
VITAMIN,special_ingredients,,Optional
PAJAMAS,special_size_type,,Required
BAKING_CHOCOLATE,specialty,,Optional
BAKING_MIX,specialty,,Optional
BREAKFAST_CEREAL,specialty,,Optional
CAKE,specialty,,Optional
CANDY,specialty,,Optional
CONDIMENT,specialty,,Optional
COOKIE,specialty,,Optional
TEXTILE_IRON,special_feature,,Optional
CRACKER,specialty,,Optional
CULINARY_SALT,specialty,,Optional
DAIRY_BASED_CHEESE,specialty,,Optional
THERAPEUTIC_THERMAL_COMPRESS,special_feature,,Optional
DRINK_FLAVORED,specialty,,Optional
HERB,specialty,,Optional
JUICE_AND_JUICE_DRINK,specialty,,Optional
LEGUME,specialty,,Optional
MILK_SUBSTITUTE,specialty,,Optional
SAUCE,specialty,,Optional
THERMOS,pattern,,Required
THERMOS,special_feature,,Optional
SUGAR_CANDY,specialty,,Optional
SYRUP,specialty,,Optional
VINEGAR,specialty,,Optional
WATER,specialty,,Optional
AIR_MATTRESS,specific_uses_for_product,,Optional
ARTIFICIAL_PLANT,specific_uses_for_product,,Optional
BAKING_PAN,specific_uses_for_product,,Optional
TOASTER,style,,Required
BANNER,specific_uses_for_product,,Optional
BICYCLE,specific_uses_for_product,,Optional
BLADED_FOOD_PEELER,specific_uses_for_product,,Optional
