product_type,attributes,UMP,Seller - Required vs Optional
ABDOMINAL_EXERCISER,color,rac,Required
ABDOMINAL_EXERCISER,item_type_name,,Required
ABDOMINAL_EXERCISER,item_weight,,Required
ABDOMINAL_EXERCISER,material,rac,Required
ABDOMINAL_EXERCISER,style,rac,Required
ABIS_BOOK,author,rac,Required
ABIS_BOOK,binding,rac,Required
ABIS_BOOK,brand,,Required
ABIS_BOOK,contributor,rac,CONFIGURED ONLY IN 'VENDOR' SCOPE
ABIS_BOOK,edition,,Optional
ABIS_BOOK,format,rac,Optional
ABIS_BOOK,item_type_name,,Required
ABIS_BOOK,language,rac,Required
ABIS_BOOK,maximum_reading_interest_age,,Optional
ABIS_BOOK,minimum_reading_interest_age,,Optional
ABIS_BOOK,pages,rac,Optional
ABIS_BOOK,publication_date,rac,Required
ABRASIVES,grit.material,,Optional
ABRASIVES,grit.type,,Required
ABRASIVES,hand_orientation,,Required
ABRASIVES,item_type_name,,Required
ABRASIVES,item_weight,,Required
ABRASIVES,material,rac,Required
ABRASIVES,model_name,,Required
ABRASIVES,number_of_items,,Required
ABRASIVES,unit_count,,Optional
ADHESIVE_TAPES,color,rac,Required
ADHESIVE_TAPES,included_components,,Required
ADHESIVE_TAPES,item_type_name,,Required
ADHESIVE_TAPES,material,rac,Required
ADHESIVE_TAPES,number_of_items,rac,Required
ADHESIVE_TAPES,size,rac,Required
ADHESIVE_TAPES,surface_recommendation,,Optional
ADHESIVE_TAPES,unit_count,,Optional
ADHESIVE_TAPES,water_resistance_level,,Optional
AIR_COMPRESSOR,air_flow_capacity,,Optional
AIR_COMPRESSOR,batteries_included,,Required
AIR_COMPRESSOR,color,rac,Required
AIR_COMPRESSOR,hose_length,,Optional
AIR_COMPRESSOR,included_components,rac,Required
AIR_COMPRESSOR,item_weight,,Required
AIR_COMPRESSOR,material,rac,Required
AIR_COMPRESSOR,maximum_operating_pressure,,Optional
AIR_COMPRESSOR,model_name,,Required
AIR_COMPRESSOR,noise_level,,Optional
AIR_COMPRESSOR,power_source_type,rac,Required
AIR_COMPRESSOR,style,,Required
AIR_COMPRESSOR,voltage,rac,Optional
AIR_COMPRESSOR,wattage,,Optional
AIR_CONDITIONER,brand,rac,Required
AIR_CONDITIONER,capacity,rac,Required
AIR_CONDITIONER,color,rac,Required
AIR_CONDITIONER,control_method,,Optional
AIR_CONDITIONER,controller_type,rac,Required
AIR_CONDITIONER,core_material,rac,Optional
AIR_CONDITIONER,energy_star,rac,Required
AIR_CONDITIONER,form_factor,rac,Optional
AIR_CONDITIONER,included_components,mac,Required
AIR_CONDITIONER,installation_type,rac,Required
AIR_CONDITIONER,item_type_name,,Required
AIR_CONDITIONER,item_weight,rac,Required
AIR_CONDITIONER,model_number,rac,Required
AIR_CONDITIONER,model_name,rac,Required
AIR_CONDITIONER,noise_level,,Required
AIR_CONDITIONER,power_source_type,rac,Optional
AIR_CONDITIONER,refrigerant,rac,Optional
AIR_CONDITIONER,special_feature,rac,Optional
AIR_CONDITIONER,voltage,rac,Optional
AIR_CONDITIONER,warranty_type,,Optional
AIR_CONDITIONER,wattage,rac,Optional
AIR_COOLER,air_flow_capacity,,Optional
AIR_COOLER,color,rac,Required
AIR_COOLER,controls_type,rac,Optional
AIR_COOLER,floor_area,,Optional
AIR_COOLER,form_factor,rac,Optional
AIR_COOLER,included_components,,Required
AIR_COOLER,item_type_name,,Required
AIR_COOLER,item_weight,,Required
AIR_COOLER,material,rac,Required
AIR_COOLER,model_name,,Required
AIR_COOLER,mounting_type,rac,Optional
AIR_COOLER,noise_level,,Optional
AIR_COOLER,number_of_speeds,,Optional
AIR_COOLER,special_feature,rac,Optional
AIR_COOLER,volume_capacity_name,mac,Optional
AIR_COOLER,wattage,rac,Optional
AIR_FRYER,capacity,rac,Optional
AIR_FRYER,color,rac,Required
AIR_FRYER,control_method,rac,Optional
AIR_FRYER,controller_type,,Optional
AIR_FRYER,included_components,,Required
AIR_FRYER,is_assembly_required,mac,Required
AIR_FRYER,item_weight,,Required
AIR_FRYER,material,mac,Required
AIR_FRYER,number_of_items,,Required
AIR_FRYER,number_of_pieces,mac,Required
AIR_FRYER,size,mac,Required
AIR_FRYER,voltage,,Optional
AIR_FRYER,wattage,rac,Optional
AIR_MATTRESS,assembly_instructions,mac,Required
AIR_MATTRESS,care_instructions,rac,Optional
AIR_MATTRESS,color,rac,Required
AIR_MATTRESS,included_components,rac,Required
AIR_MATTRESS,item_firmness_description,rac,Optional
AIR_MATTRESS,item_weight,,Required
AIR_MATTRESS,material,rac,Required
AIR_MATTRESS,weight_capacity.maximum,rac,Optional
AIR_MATTRESS,number_of_items,,Required
AIR_MATTRESS,number_of_pieces,mac,Required
AIR_MATTRESS,size,rac,Required
AIR_MATTRESS,special_feature,rac,Optional
AIR_MATTRESS,unit_count,,Optional
AIR_MATTRESS,water_resistance_level,rac,Optional
AIR_PUMP,air_flow_capacity,,Optional
AIR_PUMP,color,rac,Required
AIR_PUMP,included_components,,Required
AIR_PUMP,item_type_name,,Required
AIR_PUMP,item_weight,,Required
AIR_PUMP,material,rac,Required
AIR_PUMP,operation_mode,rac,Optional
AIR_PUMP,power_source_type,rac,Optional
AIR_PUMP,team_name,,Required
AIR_PURIFIER,color,rac,Required
AIR_PURIFIER,control_method,rac,Optional
AIR_PURIFIER,included_components,,Required
AIR_PURIFIER,item_type_name,,Required
AIR_PURIFIER,item_weight,,Required
AIR_PURIFIER,material,mac,Required
AIR_PURIFIER,noise_level,,Optional
AIR_PURIFIER,number_of_items,,Required
AIR_PURIFIER,power_source_type,rac,Optional
AIR_PURIFIER,size,mac,Required
ANIMAL_CAGE,breed_recommendation,,Optional
ANIMAL_CAGE,color,rac,Required
ANIMAL_CAGE,included_components,rac,Required
ANIMAL_CAGE,item_weight,rac,Required
ANIMAL_CAGE,material,rac,Required
ANIMAL_CAGE,specific_uses_for_product,,Required
ANIMAL_CAGE,target_species,rac,Optional
ANIMAL_CAGE,unit_count,mac,Required
ANIMAL_COLLAR,closure.type,rac,Optional
ANIMAL_COLLAR,color,rac,Required
ANIMAL_COLLAR,material,rac,Required
ANIMAL_COLLAR,pattern,,Required
ANIMAL_COLLAR,unit_count,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,age_range_description,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,color,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,contains_liquid_contents,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,directions,rac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,included_components,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,ingredients,,Optional
ANIMAL_FUR_CLEANER_CONDITIONER,is_oem_authorized,,Required
ANIMAL_FUR_CLEANER_CONDITIONER,item_form,rac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,liquid_volume,rac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,number_of_boxes,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,recommended_uses_for_product,,Optional
ANIMAL_FUR_CLEANER_CONDITIONER,scent,rac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,specific_uses_for_product,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,unit_count,mac,Required
ANIMAL_FUR_CLEANER_CONDITIONER,warranty_description,,Required
ANIMAL_HARNESS,care_instructions,,Optional
ANIMAL_HARNESS,closure.type,rac,Optional
ANIMAL_HARNESS,color,rac,Required
ANIMAL_HARNESS,item_type_name,,Required
ANIMAL_HARNESS,item_weight,rac,Required
ANIMAL_HARNESS,material,rac,Required
ANIMAL_HARNESS,pattern,,Required
ANIMAL_HARNESS,size,rac,Required
ANIMAL_HARNESS,target_species,,Optional
ANIMAL_HARNESS,unit_count,,Required
APPAREL_BELT,belt.belt_style,,Optional
APPAREL_BELT,belt.width,,Optional
APPAREL_BELT,care_instructions,mac,Required
APPAREL_BELT,closure.type,mac,Required
APPAREL_BELT,color,rac,Required
APPAREL_BELT,department,rac,Required
APPAREL_BELT,embellishment_feature,,Optional
APPAREL_BELT,material,rac,Required
APPAREL_BELT,part_number,,Required
APPAREL_BELT,pattern,,Required
APPAREL_BELT,size,rac,Required
APPAREL_BELT,special_feature,,Optional
APPAREL_BELT,target_gender,rac,Required
APPAREL_HEAD_NECK_COVERING,age_range_description,mac,Required
APPAREL_HEAD_NECK_COVERING,care_instructions,mac,Required
APPAREL_HEAD_NECK_COVERING,closure.type,mac,Required
APPAREL_HEAD_NECK_COVERING,color,rac,Required
APPAREL_HEAD_NECK_COVERING,department,mac,Required
APPAREL_HEAD_NECK_COVERING,fabric_type,rac,Required
APPAREL_HEAD_NECK_COVERING,lifecycle_supply_type,mac,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL_HEAD_NECK_COVERING,material,rac,Required
APPAREL_HEAD_NECK_COVERING,number_of_items,,Required
APPAREL_HEAD_NECK_COVERING,pattern,rac,Required
APPAREL_HEAD_NECK_COVERING,size,mac,Required
APPAREL_HEAD_NECK_COVERING,style,rac,Required
APPAREL_HEAD_NECK_COVERING,target_gender,mac,Required
APPAREL,age_range_description,mac,Required
APPAREL,care_instructions,rac,Required
APPAREL,closure.type,mac,Required
APPAREL,collection,rac,Optional
APPAREL,color,rac,Required
APPAREL,department,mac,Required
APPAREL,fabric_type,rac,Required
APPAREL,fit_type,rac,Required
APPAREL,lifecycle_supply_type,mac,CONFIGURED ONLY IN 'VENDOR' SCOPE
APPAREL,material,rac,Required
APPAREL,number_of_items,,Required
APPAREL,occasion_type,rac,Optional
APPAREL,size,rac,Required
APPAREL,style,rac,Required
APPAREL,target_gender,rac,Required
AREA_DEODORIZER,color,rac,Required
AREA_DEODORIZER,floor_area,,Optional
AREA_DEODORIZER,ingredients,,Required
AREA_DEODORIZER,item_form,rac,Required
AREA_DEODORIZER,item_weight,,Required
AREA_DEODORIZER,number_of_items,,Required
AREA_DEODORIZER,power_source_type,rac,Optional
AREA_DEODORIZER,scent,rac,Required
AREA_DEODORIZER,unit_count,rac,Required
AROMA_DIFFUSER,color,rac,Required
AROMA_DIFFUSER,coverage,,Optional
AROMA_DIFFUSER,has_automatic_shutoff,,Optional
AROMA_DIFFUSER,included_components,,Required
AROMA_DIFFUSER,item_shape,rac,Required
AROMA_DIFFUSER,light_source.type,,Optional
AROMA_DIFFUSER,material,rac,Required
AROMA_DIFFUSER,runtime,,Optional
AROMA_DIFFUSER,scent,rac,Required
AROMA_DIFFUSER,size,mac,Required
AROMA_DIFFUSER,special_feature,rac,Optional
AROMA_DIFFUSER,wattage,,Optional
ART_CRAFT_KIT,age_range_description,rac,Optional
ART_CRAFT_KIT,color,rac,Required
ART_CRAFT_KIT,included_components,,Optional
ART_CRAFT_KIT,item_type_name,,Required
ART_CRAFT_KIT,material,rac,Required
ART_CRAFT_KIT,number_of_pieces,rac,Optional
ART_CRAFT_KIT,paint_type,rac,Optional
ART_CRAFT_KIT,seasons,,Optional
ART_CRAFT_KIT,size,rac,Required
ART_CRAFT_KIT,style,rac,Required
ART_CRAFT_KIT,theme,rac,Optional
ART_CRAFT_KIT,unit_count,,Optional
ART_MEDIA_PAPER,color,rac,Required
ART_MEDIA_PAPER,item_type_name,,Required
ART_MEDIA_PAPER,material,rac,Required
ART_MEDIA_PAPER,paper_size,rac,Optional
ART_MEDIA_PAPER,paper_weight,,Optional
ART_MEDIA_PAPER,recommended_uses_for_product,rac,Optional
ART_MEDIA_PAPER,sheet_count,,Optional
ARTIFICIAL_PLANT,color,rac,Required
ARTIFICIAL_PLANT,container.material,,Optional
ARTIFICIAL_PLANT,container.shape,,Optional
ARTIFICIAL_PLANT,container.type,rac,Optional
ARTIFICIAL_PLANT,included_components,,Required
ARTIFICIAL_PLANT,indoor_outdoor_usage,,Optional
ARTIFICIAL_PLANT,is_assembly_required,,Required
ARTIFICIAL_PLANT,item_type_name,,Required
ARTIFICIAL_PLANT,material,rac,Required
ARTIFICIAL_PLANT,number_of_items,rac,Required
ARTIFICIAL_PLANT,occasion_type,rac,Optional
ARTIFICIAL_PLANT,plant_or_animal_product_type,rac,Optional
ARTIFICIAL_PLANT,room_type,,Optional
ARTIFICIAL_PLANT,seasons,,Optional
ARTIFICIAL_PLANT,size,mac,Required
ARTIFICIAL_TREE,color,rac,Required
ARTIFICIAL_TREE,container.type,rac,Optional
ARTIFICIAL_TREE,included_components,,Optional
ARTIFICIAL_TREE,item_weight,,Required
ARTIFICIAL_TREE,material,rac,Required
ARTIFICIAL_TREE,occasion_type,rac,Optional
ARTIFICIAL_TREE,size,mac,Required
ARTIFICIAL_TREE,special_feature,rac,Optional
ASTRINGENT_SUBSTANCE,active_ingredients,,Optional
ASTRINGENT_SUBSTANCE,color,mac,Required
ASTRINGENT_SUBSTANCE,contains_liquid_contents,mac,Required
ASTRINGENT_SUBSTANCE,directions,rac,Optional
ASTRINGENT_SUBSTANCE,ingredients,rac,Optional
ASTRINGENT_SUBSTANCE,is_heat_sensitive,,Required
ASTRINGENT_SUBSTANCE,item_form,rac,Required
ASTRINGENT_SUBSTANCE,item_type_name,,Required
ASTRINGENT_SUBSTANCE,item_weight,rac,Required
ASTRINGENT_SUBSTANCE,material_feature,,Optional
ASTRINGENT_SUBSTANCE,number_of_items,mac,Required
ASTRINGENT_SUBSTANCE,product_benefit,,Optional
ASTRINGENT_SUBSTANCE,scent,,Required
ASTRINGENT_SUBSTANCE,skin_type,rac,Required
ASTRINGENT_SUBSTANCE,unit_count,mac,Required
AUTO_BATTERY,battery.cell_composition,rac,Required
AUTO_BATTERY,compatible_with_vehicle_type,rac,Optional
AUTO_BATTERY,included_components,,Required
AUTO_BATTERY,item_type_name,,Required
AUTO_BATTERY,item_weight,,Required
AUTO_BATTERY,size,,Required
AUTO_BATTERY,voltage,rac,Optional
AUTO_BATTERY,warranty_description,,Required
AUTO_KEY_SHELL,color,rac,Required
AUTO_KEY_SHELL,compatible_with_vehicle_type,rac,Optional
AUTO_KEY_SHELL,included_components,,Required
AUTO_KEY_SHELL,item_weight,,Required
AUTO_KEY_SHELL,material,rac,Required
AUTO_KEY_SHELL,unit_count,,Optional
AUTO_KEY_SHELL,warranty_description,,Required
AUTO_OIL,compatible_with_vehicle_type,rac,Optional
AUTO_OIL,flash_point,,Optional
AUTO_OIL,included_components,,Required
AUTO_OIL,item_type_name,,Required
AUTO_OIL,liquid_volume,rac,Optional
AUTO_OIL,part_number,rac,Required
AUTO_OIL,viscosity,,Optional
AUTOMOTIVE_HELMET,certificate.type,,Optional
AUTOMOTIVE_HELMET,closure.type,rac,Optional
AUTOMOTIVE_HELMET,color,rac,Required
AUTOMOTIVE_HELMET,compatible_with_vehicle_type,rac,Optional
AUTOMOTIVE_HELMET,department,mac,Required
AUTOMOTIVE_HELMET,finish_type,rac,Optional
AUTOMOTIVE_HELMET,included_components,,Required
AUTOMOTIVE_HELMET,item_shape,rac,Required
AUTOMOTIVE_HELMET,item_weight,,Required
AUTOMOTIVE_HELMET,material,rac,Required
AUTOMOTIVE_HELMET,shell_type,rac,Optional
AUTOMOTIVE_HELMET,specification_met,,Optional
AUTOMOTIVE_HELMET,sport_type,rac,Optional
AUTOMOTIVE_HELMET,unit_count,,Optional
AUTOMOTIVE_HELMET,warranty_description,,Required
AV_RECEIVER,audio_output_mode,,Optional
AV_RECEIVER,color,rac,Required
AV_RECEIVER,connectivity_technology,rac,Optional
AV_RECEIVER,connector_type,rac,Optional
AV_RECEIVER,control_method,rac,Optional
AV_RECEIVER,item_weight,rac,Required
AV_RECEIVER,special_feature,rac,Optional
AV_RECEIVER,supported_internet_services,rac,Optional
AV_RECEIVER,surround_sound_channel_configuration,,Optional
AV_RECEIVER,wireless_communication_technology,rac,Optional
BABY_BOTTLE,age_range_description,rac,Optional
BABY_BOTTLE,capacity,rac,Required
BABY_BOTTLE,color,rac,Required
BABY_BOTTLE,is_dishwasher_safe,rac,Optional
BABY_BOTTLE,is_heat_sensitive,mac,Required
BABY_BOTTLE,is_microwaveable,rac,Optional
BABY_BOTTLE,item_type_name,,Required
BABY_BOTTLE,item_weight,rac,Required
BABY_BOTTLE,model_name,,Required
BABY_BOTTLE,number_of_items,mac,Required
BABY_BOTTLE,unit_count,,Required
BABY_CARRIER,age_range_description,rac,Optional
BABY_CARRIER,care_instructions,rac,Optional
BABY_CARRIER,closure.type,rac,Optional
BABY_CARRIER,color,rac,Required
BABY_CARRIER,is_heat_sensitive,mac,Required
BABY_CARRIER,material,rac,Required
BABY_CARRIER,maximum_weight_recommendation,rac,Required
BABY_CARRIER,minimum_weight_recommendation,rac,Optional
BABY_CARRIER,orientation,,Optional
BABY_CARRIER,strap_type,rac,Optional
BABY_FORMULA,age_range_description,,Optional
BABY_FORMULA,container.type,rac,Optional
BABY_FORMULA,contains_liquid_contents,mac,Required
BABY_FORMULA,directions,rac,Optional
BABY_FORMULA,form_factor,,Required
BABY_FORMULA,ingredients,,Required
BABY_FORMULA,is_heat_sensitive,,Required
BABY_FORMULA,item_form,,Required
BABY_FORMULA,item_volume,,Optional
BABY_FORMULA,item_weight,rac,Required
BABY_FORMULA,material_feature,mac,Required
BABY_FORMULA,number_of_items,,Required
BABY_FORMULA,size,,Required
BABY_FORMULA,specification_met,,Optional
BABY_FORMULA,temperature_rating,,Required
BABY_FORMULA,unit_count,rac,Required
BABY_JUMPER_WALKER,age_range_description,rac,Optional
BABY_JUMPER_WALKER,color,rac,Required
BABY_JUMPER_WALKER,item_type_name,,Required
BABY_JUMPER_WALKER,item_weight,rac,Required
BABY_JUMPER_WALKER,material_composition,,Required
BABY_JUMPER_WALKER,material,rac,Required
BABY_JUMPER_WALKER,special_feature,,Optional
BABY_JUMPER_WALKER,style,rac,Required
BABY_PRODUCT,color,mac,Required
BABY_PRODUCT,is_heat_sensitive,,Required
BABY_RATTLE,age_range_description,,Optional
BABY_RATTLE,care_instructions,,Optional
BABY_RATTLE,color,rac,Required
BABY_RATTLE,item_weight,rac,Required
BABY_RATTLE,material_composition,,Required
BABY_RATTLE,material,rac,Required
BABY_RATTLE,number_of_boxes,mac,Required
BABY_RATTLE,subject_keyword,,Required
BABY_RATTLE,theme,,Optional
BABY_RATTLE,unit_count,rac,Required
BABY_SEAT,age_range_description,rac,Optional
BABY_SEAT,color,rac,Required
BABY_SEAT,is_assembly_required,rac,Optional
BABY_SEAT,is_portable,rac,Optional
BABY_SEAT,item_type_name,,Required
BABY_SEAT,item_weight,rac,Required
BABY_SEAT,material,rac,Required
BABY_SEAT,maximum_weight_recommendation,rac,Optional
BACKPACK,age_range_description,mac,Required
BACKPACK,backpack_design,,Optional
BACKPACK,care_instructions,,Optional
BACKPACK,closure.type,mac,Required
BACKPACK,color,rac,Required
BACKPACK,department,rac,Required
BACKPACK,embellishment_feature,,Optional
BACKPACK,item_type_name,,Required
BACKPACK,item_weight,,Required
BACKPACK,lining_description,mac,Required
BACKPACK,material,mac,Required
BACKPACK,outer.material,rac,Required
BACKPACK,part_number,,Optional
BACKPACK,pattern,,Required
BACKPACK,pocket_description,,Optional
BACKPACK,school_type,,Optional
BACKPACK,shell_type,,Optional
BACKPACK,size,mac,Required
BACKPACK,special_feature,,Optional
BACKPACK,sport_type,,Optional
BACKPACK,storage_volume,,Required
BACKPACK,strap_type,mac,Required
BACKPACK,style,,Required
BACKPACK,target_gender,mac,Required
BACKPACK,unit_count,,Optional
BACKPACK,volume_capacity_name,mac,Optional
BACKPACK,water_resistance_level,rac,Required
BAKING_CHOCOLATE,contains_liquid_contents,mac,Required
BAKING_CHOCOLATE,directions,rac,Optional
BAKING_CHOCOLATE,flavor,rac,Required
BAKING_CHOCOLATE,ingredients,,Required
BAKING_CHOCOLATE,is_heat_sensitive,,Required
BAKING_CHOCOLATE,item_form,rac,Required
BAKING_CHOCOLATE,item_weight,rac,Required
BAKING_CHOCOLATE,material_feature,mac,Required
BAKING_CHOCOLATE,number_of_pieces,rac,Optional
BAKING_CHOCOLATE,temperature_rating,mac,Required
BAKING_CHOCOLATE,unit_count,mac,Required
BAKING_MIX,directions,rac,Optional
BAKING_MIX,flavor,rac,Required
BAKING_MIX,ingredients,,Required
BAKING_MIX,item_type_name,,Required
BAKING_MIX,item_weight,rac,Required
BAKING_MIX,material_feature,mac,Required
BAKING_MIX,number_of_items,rac,Required
BAKING_MIX,unit_count,mac,Required
BAKING_PAN,color,rac,Required
BAKING_PAN,included_components,rac,Required
BAKING_PAN,item_shape,rac,Required
BAKING_PAN,item_type_name,,Required
BAKING_PAN,item_weight,,Required
BAKING_PAN,material,rac,Required
BAKING_PAN,number_of_pieces,,Required
BAKING_PAN,size,mac,Required
BAKING_PAN,unit_count,,Optional
BAKING_PAPER,color,rac,Required
BAKING_PAPER,included_components,,Required
BAKING_PAPER,item_type_name,,Required
BAKING_PAPER,item_weight,,Required
BAKING_PAPER,material,mac,Required
BAKING_PAPER,number_of_items,rac,Required
BAKING_PAPER,number_of_pieces,mac,Required
BAKING_PAPER,paper_size,,Optional
BAKING_PAPER,unit_count,,Optional
BALLOON,color,rac,Required
BALLOON,item_type_name,,Required
BALLOON,material,rac,Required
BALLOON,occasion_type,rac,Required
BALLOON,size,rac,Required
BALLOON,theme,rac,Optional
BANNER,care_instructions,,Optional
BANNER,color,rac,Required
BANNER,fabric_type,,Optional
BANNER,item_type_name,,Required
BANNER,material,,Required
BANNER,occasion_type,rac,Optional
BANNER,theme,,Optional
BARBECUE_GRILL,color,rac,Required
BARBECUE_GRILL,finish_type,rac,Optional
BARBECUE_GRILL,frame.material,rac,Optional
BARBECUE_GRILL,included_components,,Required
BARBECUE_GRILL,installation_type,rac,Optional
BARBECUE_GRILL,is_assembly_required,rac,Optional
BARBECUE_GRILL,item_type_name,,Required
BARBECUE_GRILL,item_weight,,Required
BARBECUE_GRILL,material,rac,Required
BARBECUE_GRILL,voltage,,Optional
BARBECUE_GRILL,wattage,,Optional
BARBELL,finish_type,rac,Optional
BARBELL,grip.size,rac,Required
BARBELL,grip.type,rac,Required
BARBELL,item_weight,,Required
BARBELL,material,rac,Required
BARBELL,weight_capacity.maximum,rac,Required
BARBELL,sleeve.length,,Optional
BASKET,closure.type,,Optional
BASKET,color,rac,Required
BASKET,finish_type,,Optional
BASKET,included_components,,Required
BASKET,item_shape,rac,Required
BASKET,item_type_name,,Required
BASKET,item_weight,,Required
BASKET,material,rac,Required
BASKET,number_of_pieces,rac,Optional
BASKET,size,,Required
BASKET,special_feature,,Optional
BASKET,style,,Required
BASSINET,assembly_instructions,mac,Required
BASSINET,care_instructions,rac,Optional
BASSINET,color,rac,Required
BASSINET,frame.material,rac,Optional
BASSINET,furniture_finish,rac,Optional
BASSINET,included_components,,Required
BASSINET,is_assembly_required,rac,Required
BASSINET,item_type_name,,Required
BASSINET,material,rac,Required
BASSINET,maximum_weight_recommendation,rac,Optional
BASSINET,number_of_items,,Required
BASSINET,number_of_pieces,mac,Required
BASSINET,size,mac,Required
BASSINET,unit_count,,Optional
BATHING_SPONGE,color,rac,Required
BATHING_SPONGE,item_form,rac,Required
BATHING_SPONGE,material,rac,Required
BATHING_SPONGE,number_of_items,mac,Required
BATHING_SPONGE,number_of_pieces,rac,Optional
BATHING_SPONGE,style,rac,Required
BATHING_SPONGE,unit_count,,Required
BATHROOM_CONTAINER_SET,color,rac,Required
BATHROOM_CONTAINER_SET,fabric_type,,Required
BATHROOM_CONTAINER_SET,finish_type,rac,Optional
BATHROOM_CONTAINER_SET,included_components,rac,Optional
BATHROOM_CONTAINER_SET,material,rac,Required
BATHROOM_CONTAINER_SET,number_of_boxes,mac,Required
BATHROOM_CONTAINER_SET,number_of_items,,Required
BATHROOM_CONTAINER_SET,number_of_pieces,rac,Optional
BATHROOM_CONTAINER_SET,size,mac,Required
BATHROOM_CONTAINER_SET,style,rac,Required
BATHROOM_CONTAINER_SET,thread.count,mac,Required
BATHROOM_CONTAINER_SET,unit_count,,Optional
BATHTUB,capacity,rac,Required
BATHTUB,color,rac,Required
BATHTUB,finish_type,rac,Optional
BATHTUB,installation_type,rac,Optional
BATHTUB,item_shape,rac,Required
BATHTUB,item_type_name,,Required
BATHTUB,item_weight,,Required
BATHTUB,material,rac,Required
BATHTUB,style,rac,Required
BATHWATER_ADDITIVE,color,mac,Required
BATHWATER_ADDITIVE,contains_liquid_contents,mac,Required
BATHWATER_ADDITIVE,directions,rac,Optional
BATHWATER_ADDITIVE,ingredients,rac,Optional
BATHWATER_ADDITIVE,is_heat_sensitive,mac,Required
BATHWATER_ADDITIVE,item_form,rac,Required
BATHWATER_ADDITIVE,item_weight,rac,Required
BATHWATER_ADDITIVE,material_feature,,Optional
BATHWATER_ADDITIVE,number_of_items,mac,Required
BATHWATER_ADDITIVE,product_benefit,,Optional
BATHWATER_ADDITIVE,scent,rac,Required
BATHWATER_ADDITIVE,skin_type,,Optional
BATHWATER_ADDITIVE,unit_count,,Required
BATHWATER_ADDITIVE,variety,,Optional
BATTERY,battery.capacity,rac,Optional
BATTERY,battery.cell_composition,rac,Required
BATTERY,compatible_devices,,Optional
BATTERY,compatible_phone_models,,Optional
BATTERY,item_type_name,,Required
BATTERY,number_of_items,mac,Required
BATTERY,recommended_uses_for_product,rac,Optional
BATTERY,voltage,,Optional
BATTERY,warranty_description,mac,Required
BEAN_BAG_CHAIR,assembly_instructions,mac,Required
BEAN_BAG_CHAIR,care_instructions,rac,Optional
BEAN_BAG_CHAIR,color,rac,Required
BEAN_BAG_CHAIR,fill_material,rac,Optional
BEAN_BAG_CHAIR,included_components,,Required
BEAN_BAG_CHAIR,item_shape,rac,Required
BEAN_BAG_CHAIR,item_type_name,,Required
BEAN_BAG_CHAIR,item_weight,,Required
BEAN_BAG_CHAIR,material,rac,Required
BEAN_BAG_CHAIR,number_of_boxes,,Required
BEAN_BAG_CHAIR,number_of_pieces,mac,Required
BEAN_BAG_CHAIR,size,rac,Required
BEAN_BAG_CHAIR,special_feature,rac,Optional
BED_FRAME,assembly_instructions,mac,Required
BED_FRAME,care_instructions,rac,Optional
BED_FRAME,color,rac,Required
BED_FRAME,finish_type,,Optional
BED_FRAME,furniture_finish,rac,Optional
BED_FRAME,included_components,rac,Required
BED_FRAME,item_type_name,,Required
BED_FRAME,item_weight,,Required
BED_FRAME,material,rac,Required
BED_FRAME,maximum_weight_recommendation,rac,Optional
BED_FRAME,number_of_pieces,mac,Required
BED_FRAME,size,rac,Required
BED_FRAME,style,rac,Required
BED_LINEN_SET,care_instructions,rac,Optional
BED_LINEN_SET,closure.type,,Optional
BED_LINEN_SET,color,rac,Required
BED_LINEN_SET,included_components,,Optional
BED_LINEN_SET,item_type_name,,Required
BED_LINEN_SET,material,rac,Required
BED_LINEN_SET,number_of_pieces,rac,Optional
BED_LINEN_SET,occasion_type,,Optional
BED_LINEN_SET,pattern,rac,Required
BED_LINEN_SET,seasons,rac,Optional
BED_LINEN_SET,size,rac,Required
BED_LINEN_SET,special_feature,rac,Optional
BED_LINEN_SET,style,rac,Required
BED_LINEN_SET,thread.count,rac,Required
BED_LINEN_SET,unit_count,,Optional
BED,age_range_description,,Optional
BED,assembly_instructions,rac,Required
BED,care_instructions,mac,Optional
BED,color,rac,Required
BED,compartment.description,,Optional
BEDDING_SET,care_instructions,rac,Optional
BEDDING_SET,color,rac,Required
BEDDING_SET,fabric_type,,Required
BEDDING_SET,included_components,rac,Optional
BEDDING_SET,item_type_name,,Required
BEDDING_SET,material,rac,Required
BEDDING_SET,number_of_pieces,rac,Optional
BEDDING_SET,pattern,rac,Required
BEDDING_SET,seasons,rac,Optional
BEDDING_SET,size,rac,Required
BEDDING_SET,thread.count,,Required
BED,finish_type,mac,Optional
BED,form_factor,rac,Optional
BED,frame.material,rac,Optional
BED,furniture_finish,,Optional
BED,included_components,rac,Required
