Helper,product_type,sa_name,Rank,MP,completeness_weight,correctness_weight,normalization_weight,PT Scope,ASCS PT excluded,ASCS All excluded,Excluded,IDQ program PT overlap,IDQ program PT+Attribute overlap
BABY_CARRIER-strap_type,BABY_CARRIER,strap_type,4,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-care_instructions,BABY_CARRIER,care_instructions,5,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-minimum_weight_recommendation,BABY_CARRIER,minimum_weight_recommendation,6,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-maximum_weight_recommendation,BABY_CARRIER,maximum_weight_recommendation,7,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-age_range_description,BABY_CARRIER,age_range_description,8,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-closure.type,BABY_CARRIER,closure.type,9,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-orientation,BABY_CARRIER,orientation,10,1,4,4,4,1,0,0,0,1,1
BABY_CARRIER-item_depth_width_height,BABY_CARRIER,item_depth_width_height,49,1,2,2,2,1,0,0,0,1,0
BABY_CARRIER-eu_spare_part_availability_duration,BABY_CARRIER,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-brand,BABY_FORMULA,brand,1,1,8,8,8,1,0,1,1,1,0
BABY_FORMULA-size,BABY_FORMULA,size,2,1,8,8,8,1,1,0,1,1,0
BABY_FORMULA-safety_warning,BABY_FORMULA,safety_warning,3,1,8,8,8,1,0,0,0,1,0
BABY_FORMULA-ingredients,BABY_FORMULA,ingredients,4,1,8,8,8,1,0,1,1,1,1
BABY_FORMULA-item_weight,BABY_FORMULA,item_weight,5,1,8,8,8,1,0,1,1,1,1
BABY_FORMULA-allergen_information,BABY_FORMULA,allergen_information,6,1,8,8,8,1,0,1,1,1,0
BABY_FORMULA-nutritional_info,BABY_FORMULA,nutritional_info,7,1,4,4,4,1,0,0,0,1,0
BABY_FORMULA-nutritional_info.serving_description,BABY_FORMULA,nutritional_info.serving_description,8,1,4,4,4,1,0,0,0,1,0
BABY_FORMULA-item_form,BABY_FORMULA,item_form,9,1,4,4,4,1,0,0,0,1,1
BABY_FORMULA-age_range_description,BABY_FORMULA,age_range_description,10,1,4,4,4,1,0,0,0,1,1
BABY_FORMULA-nutritional_info.protein,BABY_FORMULA,nutritional_info.protein,11,1,4,4,4,1,0,0,0,1,0
BABY_FORMULA-directions,BABY_FORMULA,directions,12,1,4,4,4,1,0,0,0,1,1
BABY_FORMULA-indications,BABY_FORMULA,indications,13,1,4,4,4,1,0,0,0,1,0
BABY_FORMULA-serving_recommendation,BABY_FORMULA,serving_recommendation,14,1,2,2,2,1,0,0,0,1,0
BABY_FORMULA-container,BABY_FORMULA,container,15,1,2,2,2,1,0,0,0,1,0
BABY_FORMULA-container.type,BABY_FORMULA,container.type,16,1,2,2,2,1,0,0,0,1,1
BABY_FORMULA-product_shelf_life,BABY_FORMULA,product_shelf_life,17,1,2,2,2,1,0,0,0,1,0
BABY_FORMULA-region_of_origin,BABY_FORMULA,region_of_origin,18,1,2,2,2,1,0,1,1,1,0
BABY_FORMULA-special_ingredients,BABY_FORMULA,special_ingredients,19,1,2,2,2,1,0,0,0,1,0
BABY_FORMULA-specialty,BABY_FORMULA,specialty,20,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-specification_met,BABY_FORMULA,specification_met,21,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-storage_instructions,BABY_FORMULA,storage_instructions,22,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-diet_type,BABY_FORMULA,diet_type,23,1,1,1,1,1,0,1,1,1,0
BABY_FORMULA-item_volume,BABY_FORMULA,item_volume,24,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-number_of_items,BABY_FORMULA,number_of_items,105,1,1,1,1,1,0,0,0,1,0
BABY_FORMULA-unit_count,BABY_FORMULA,unit_count,106,1,1,1,1,1,0,0,0,1,1
BABY_JUMPER_WALKER-color,BABY_JUMPER_WALKER,color,1,1,8,8,8,1,0,0,0,1,1
BABY_JUMPER_WALKER-material,BABY_JUMPER_WALKER,material,2,1,8,8,8,1,0,0,0,1,1
BABY_JUMPER_WALKER-brand,BABY_JUMPER_WALKER,brand,3,1,4,4,4,1,0,1,1,1,0
BABY_JUMPER_WALKER-age_range_description,BABY_JUMPER_WALKER,age_range_description,4,1,4,4,4,1,0,0,0,1,1
BABY_JUMPER_WALKER-item_length_width_height,BABY_JUMPER_WALKER,item_length_width_height,5,1,4,4,4,1,0,0,0,1,1
BABY_JUMPER_WALKER-style,BABY_JUMPER_WALKER,style,6,1,4,4,4,1,0,0,0,1,1
BABY_JUMPER_WALKER-item_weight,BABY_JUMPER_WALKER,item_weight,7,1,4,4,4,1,0,1,1,1,1
BABY_JUMPER_WALKER-maximum_height,BABY_JUMPER_WALKER,maximum_height,8,1,4,4,4,1,0,0,0,1,0
BABY_JUMPER_WALKER-maximum_weight_recommendation,BABY_JUMPER_WALKER,maximum_weight_recommendation,9,1,4,4,4,1,0,0,0,1,0
BABY_JUMPER_WALKER-eu_spare_part_availability_duration,BABY_JUMPER_WALKER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
BABY_RATTLE-color,BABY_RATTLE,color,1,1,8,8,8,1,0,0,0,1,1
BABY_RATTLE-material,BABY_RATTLE,material,2,1,8,8,8,1,0,0,0,1,1
BABY_RATTLE-brand,BABY_RATTLE,brand,3,1,4,4,4,1,0,1,1,1,0
BABY_RATTLE-age_range_description,BABY_RATTLE,age_range_description,4,1,4,4,4,1,0,0,0,1,1
BABY_RATTLE-item_dimensions,BABY_RATTLE,item_dimensions,5,1,4,4,4,1,0,0,0,1,0
BABY_RATTLE-item_weight,BABY_RATTLE,item_weight,6,1,4,4,4,1,0,1,1,1,1
BABY_RATTLE-care_instructions,BABY_RATTLE,care_instructions,7,1,4,4,4,1,0,0,0,1,1
BABY_RATTLE-material_type_free,BABY_RATTLE,material_type_free,8,1,4,4,4,1,0,0,0,1,0
BABY_RATTLE-theme,BABY_RATTLE,theme,9,1,4,4,4,1,0,0,0,1,1
BABY_RATTLE-unit_count,BABY_RATTLE,unit_count,10,1,4,4,4,1,0,0,0,1,1
BABY_RATTLE-eu_spare_part_availability_duration,BABY_RATTLE,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
BABY_SEAT-brand,BABY_SEAT,brand,1,1,8,8,8,1,0,1,1,1,0
BABY_SEAT-color,BABY_SEAT,color,2,1,8,8,8,1,0,0,0,1,1
BABY_SEAT-material,BABY_SEAT,material,3,1,4,4,4,1,0,0,0,1,0
BABY_SEAT-item_depth_width_height,BABY_SEAT,item_depth_width_height,4,1,4,4,4,1,0,0,0,1,0
BABY_SEAT-item_weight,BABY_SEAT,item_weight,5,1,4,4,4,1,0,1,1,1,1
BABY_SEAT-vehicle_fitment,BABY_SEAT,vehicle_fitment,6,1,4,4,4,1,0,0,0,1,0
BABY_SEAT-age_range_description,BABY_SEAT,age_range_description,7,1,4,4,4,1,1,0,1,1,1
BABY_SEAT-maximum_weight_recommendation,BABY_SEAT,maximum_weight_recommendation,8,1,4,4,4,1,1,0,1,1,1
BABY_SEAT-is_portable,BABY_SEAT,is_portable,9,1,4,4,4,1,0,0,0,1,0
BABY_SEAT-is_assembly_required,BABY_SEAT,is_assembly_required,10,1,4,4,4,1,0,0,0,1,1
BABY_SEAT-eu_spare_part_availability_duration,BABY_SEAT,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
BACKDROP-color,BACKDROP,color,1,1,8,8,8,1,0,0,0,0,0
BACKDROP-size,BACKDROP,size,2,1,8,8,8,1,1,0,1,0,0
BACKDROP-brand,BACKDROP,brand,3,1,4,4,4,1,0,1,1,0,0
BACKDROP-item_weight,BACKDROP,item_weight,4,1,4,4,4,1,0,1,1,0,0
BACKDROP-occasion_type,BACKDROP,occasion_type,5,1,4,4,4,1,0,0,0,0,0
BACKDROP-care_instructions,BACKDROP,care_instructions,6,1,4,4,4,1,0,0,0,0,0
BACKDROP-item_length_width,BACKDROP,item_length_width,10,1,4,4,4,1,0,0,0,0,0
BACKDROP-eu_spare_part_availability_duration,BACKDROP,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BACKPACK-brand,BACKPACK,brand,1,1,8,8,8,1,0,1,1,1,0
BACKPACK-color,BACKPACK,color,2,1,8,8,8,1,0,0,0,1,1
BACKPACK-target_gender,BACKPACK,target_gender,3,1,8,8,8,1,0,0,0,1,1
BACKPACK-age_range_description,BACKPACK,age_range_description,4,1,8,8,8,1,0,0,0,1,1
BACKPACK-material,BACKPACK,material,5,1,8,8,8,1,0,0,0,1,1
BACKPACK-storage_volume,BACKPACK,storage_volume,6,1,8,8,8,1,0,0,0,1,0
BACKPACK-special_feature,BACKPACK,special_feature,7,1,8,8,8,1,0,0,0,1,0
BACKPACK-item_depth_width_height,BACKPACK,item_depth_width_height,8,1,8,8,8,1,0,0,0,1,0
BACKPACK-recommended_uses_for_product,BACKPACK,recommended_uses_for_product,9,1,8,8,8,1,0,0,0,1,0
BACKPACK-backpack_design,BACKPACK,backpack_design,10,1,8,8,8,1,0,0,0,1,0
BACKPACK-subject_character,BACKPACK,subject_character,11,1,8,8,8,1,0,0,0,1,0
BACKPACK-sport_type,BACKPACK,sport_type,12,1,8,8,8,1,0,0,0,1,0
BACKPACK-style,BACKPACK,style,13,1,8,8,8,1,0,0,0,1,0
BACKPACK-strap_type,BACKPACK,strap_type,14,1,8,8,8,1,0,0,0,1,1
BACKPACK-compatible_device_size_maximum,BACKPACK,compatible_device_size_maximum,15,1,8,8,8,1,0,0,0,1,0
BACKPACK-care_instructions,BACKPACK,care_instructions,16,1,8,8,8,1,0,0,0,1,0
BACKPACK-theme,BACKPACK,theme,17,1,8,8,8,1,0,0,0,1,0
BACKPACK-outer.material,BACKPACK,outer.material,18,1,8,8,8,1,0,0,0,1,1
BACKPACK-pocket_description,BACKPACK,pocket_description,19,1,8,8,8,1,0,0,0,1,0
BACKPACK-closure.type,BACKPACK,closure.type,20,1,8,8,8,1,0,0,0,1,1
BACKPACK-lining_description,BACKPACK,lining_description,21,1,8,8,8,1,0,0,0,1,1
BACKPACK-water_resistance_level,BACKPACK,water_resistance_level,22,1,8,8,8,1,0,0,0,1,1
BACKPACK-pattern,BACKPACK,pattern,23,1,8,8,8,1,0,0,0,1,0
BACKPACK-item_weight,BACKPACK,item_weight,24,1,8,8,8,1,0,1,1,1,0
BACKPACK-embellishment_feature,BACKPACK,embellishment_feature,25,1,8,8,8,1,0,0,0,1,0
BACKPACK-model_number,BACKPACK,model_number,26,1,8,8,8,1,0,0,0,1,0
BACKPACK-country_of_origin,BACKPACK,country_of_origin,27,1,8,8,8,1,0,1,1,1,0
BACKPACK-model_name,BACKPACK,model_name,28,1,8,8,8,1,0,0,0,1,0
BACKPACK-item_shape,BACKPACK,item_shape,29,1,8,8,8,1,0,0,0,1,0
BACKPACK-school_type,BACKPACK,school_type,30,1,4,4,4,1,0,0,0,1,0
BACKPACK-league_name,BACKPACK,league_name,31,1,4,4,4,1,0,0,0,1,0
BACKPACK-team_name,BACKPACK,team_name,32,1,4,4,4,1,0,0,0,1,0
BACKPACK-shell_type,BACKPACK,shell_type,33,1,4,4,4,1,0,0,0,1,0
BACKPACK-number_of_items,BACKPACK,number_of_items,37,1,4,4,4,1,0,0,0,1,0
BACKPACK-unit_count,BACKPACK,unit_count,40,1,4,4,4,1,0,0,0,1,0
BACKPACK-is_autographed,BACKPACK,is_autographed,41,1,4,4,4,1,0,0,0,1,0
BACKPACK-number_of_pockets,BACKPACK,number_of_pockets,42,1,4,4,4,1,0,0,0,1,0
BACKPACK-electronics_pocket,BACKPACK,electronics_pocket,43,1,4,4,4,1,0,0,0,1,0
BACKPACK-adjustable_shoulder_straps,BACKPACK,adjustable_shoulder_straps,44,1,4,4,4,1,0,0,0,1,0
BACKPACK-briefcase_carry,BACKPACK,briefcase_carry,45,1,4,4,4,1,0,0,0,1,0
BACKPACK-bottom_shoe_storage_pocket,BACKPACK,bottom_shoe_storage_pocket,46,1,4,4,4,1,0,0,0,1,0
BACKPACK-bottom_compression_straps,BACKPACK,bottom_compression_straps,47,1,4,4,4,1,0,0,0,1,0
BACKPACK-breathable_back_panel,BACKPACK,breathable_back_panel,48,1,4,4,4,1,0,0,0,1,0
BACKPACK-cargo_compression_straps,BACKPACK,cargo_compression_straps,49,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_expandable_water_bottle_pocket,BACKPACK,has_expandable_water_bottle_pocket,50,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_anti_theft_zippers,BACKPACK,has_anti_theft_zippers,51,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_external_snowshoe_carry,BACKPACK,has_external_snowshoe_carry,52,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_detachable_lid,BACKPACK,has_detachable_lid,53,1,4,4,4,1,0,0,0,1,0
BACKPACK-passthrough_panel,BACKPACK,passthrough_panel,54,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_inflatable_lumbar_support,BACKPACK,has_inflatable_lumbar_support,55,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_removable_frame,BACKPACK,has_removable_frame,56,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_quick_access_sunglass_pocket,BACKPACK,has_quick_access_sunglass_pocket,57,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_quick_access_keys_pocket,BACKPACK,has_quick_access_keys_pocket,58,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_trekking_pole_loops,BACKPACK,has_trekking_pole_loops,59,1,4,4,4,1,0,0,0,1,0
BACKPACK-main_compartment_divider,BACKPACK,main_compartment_divider,60,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_molle_webbing,BACKPACK,has_molle_webbing,61,1,4,4,4,1,0,0,0,1,0
BACKPACK-strap_handle,BACKPACK,strap_handle,62,1,4,4,4,1,0,0,0,1,0
BACKPACK-modular_attachment_system,BACKPACK,modular_attachment_system,63,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_contour_fit_design,BACKPACK,has_contour_fit_design,64,1,4,4,4,1,0,0,0,1,0
BACKPACK-has_quick_access_phone_pocket,BACKPACK,has_quick_access_phone_pocket,65,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_hidden_pockets,BACKPACK,has_hidden_pockets,66,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_adjustable_shoulder_straps,BACKPACK,has_adjustable_shoulder_straps,67,1,2,2,2,1,0,0,0,1,0
BACKPACK-grab_handle,BACKPACK,grab_handle,68,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_tracking_device,BACKPACK,has_tracking_device,69,1,2,2,2,1,0,0,0,1,0
BACKPACK-is_carry_on_size,BACKPACK,is_carry_on_size,70,1,2,2,2,1,0,0,0,1,0
BACKPACK-solar_ready,BACKPACK,solar_ready,71,1,2,2,2,1,0,0,0,1,0
BACKPACK-clamshell_opening,BACKPACK,clamshell_opening,72,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_quick_access_powerbank_pocket,BACKPACK,has_quick_access_powerbank_pocket,73,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_external_access_laptop_pocket,BACKPACK,has_external_access_laptop_pocket,74,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_integrated_powerbank,BACKPACK,has_integrated_powerbank,75,1,2,2,2,1,0,0,0,1,0
BACKPACK-rainfly_included,BACKPACK,rainfly_included,76,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_luggage_handle_pass_through,BACKPACK,has_luggage_handle_pass_through,77,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_sunglasses_holder,BACKPACK,has_sunglasses_holder,78,1,2,2,2,1,0,0,0,1,0
BACKPACK-side_compression_straps,BACKPACK,side_compression_straps,79,1,2,2,2,1,0,0,0,1,0
BACKPACK-trolley_strap,BACKPACK,trolley_strap,80,1,2,2,2,1,0,0,0,1,0
BACKPACK-multi_day_packable,BACKPACK,multi_day_packable,81,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_ripstop_fabric,BACKPACK,has_ripstop_fabric,82,1,2,2,2,1,0,0,0,1,0
BACKPACK-padded_back_panel,BACKPACK,padded_back_panel,83,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_emergency_whistle,BACKPACK,has_emergency_whistle,84,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_rfid_blocking,BACKPACK,has_rfid_blocking,85,1,2,2,2,1,0,0,0,1,0
BACKPACK-scratch_resistant_panels,BACKPACK,scratch_resistant_panels,86,1,2,2,2,1,0,0,0,1,0
BACKPACK-padded_hipbelt,BACKPACK,padded_hipbelt,87,1,2,2,2,1,0,0,0,1,0
BACKPACK-sleeping_bag_straps,BACKPACK,sleeping_bag_straps,88,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_sternum_strap,BACKPACK,has_sternum_strap,89,1,2,2,2,1,0,0,0,1,0
BACKPACK-internal_key_clip,BACKPACK,internal_key_clip,90,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_wet_pocket,BACKPACK,has_wet_pocket,91,1,2,2,2,1,0,0,0,1,0
BACKPACK-crush_proof_panels,BACKPACK,crush_proof_panels,92,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_side_water_bottle_pockets,BACKPACK,has_side_water_bottle_pockets,93,1,2,2,2,1,0,0,0,1,0
BACKPACK-has_external_media_pocket,BACKPACK,has_external_media_pocket,94,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_quick_access_map_pocket,BACKPACK,has_quick_access_map_pocket,95,1,1,1,1,1,0,0,0,1,0
BACKPACK-wet_dry_separation,BACKPACK,wet_dry_separation,96,1,1,1,1,1,0,0,0,1,0
BACKPACK-stow_away_harness_system,BACKPACK,stow_away_harness_system,97,1,1,1,1,1,0,0,0,1,0
BACKPACK-load_lifter_straps,BACKPACK,load_lifter_straps,98,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_integrated_toiletry_kit,BACKPACK,has_integrated_toiletry_kit,99,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_hidden_passport_pocket,BACKPACK,has_hidden_passport_pocket,100,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_removable_sit_pad,BACKPACK,has_removable_sit_pad,85317144,1,1,1,1,1,0,0,0,1,0
BACKPACK-hydration_hose_exit_port,BACKPACK,hydration_hose_exit_port,119270426,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_stowable_sit_pad,BACKPACK,has_stowable_sit_pad,139142609,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_quick_access_valuables_pocket,BACKPACK,has_quick_access_valuables_pocket,156416738,1,1,1,1,1,0,0,0,1,0
BACKPACK-hip_belt_quick_adjust,BACKPACK,hip_belt_quick_adjust,169854462,1,1,1,1,1,0,0,0,1,0
BACKPACK-number_of_accessory_loops,BACKPACK,number_of_accessory_loops,245594559,1,1,1,1,1,0,0,0,1,0
BACKPACK-integrated_cover,BACKPACK,integrated_cover,275904055,1,1,1,1,1,0,0,0,1,0
BACKPACK-torso_fit_method,BACKPACK,torso_fit_method,430849973,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_quick_access_camera_pocket,BACKPACK,has_quick_access_camera_pocket,487398876,1,1,1,1,1,0,0,0,1,0
BACKPACK-number_of_attachment_points,BACKPACK,number_of_attachment_points,490631876,1,1,1,1,1,0,0,0,1,0
BACKPACK-number_of_compression_straps,BACKPACK,number_of_compression_straps,515340556,1,1,1,1,1,0,0,0,1,0
BACKPACK-hydration_hose_routing_system,BACKPACK,hydration_hose_routing_system,584921695,1,1,1,1,1,0,0,0,1,0
BACKPACK-contoured_shoulder_straps,BACKPACK,contoured_shoulder_straps,612512175,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_insulated_compartment,BACKPACK,has_insulated_compartment,686789638,1,1,1,1,1,0,0,0,1,0
BACKPACK-grab_handle_position,BACKPACK,grab_handle_position,693299041,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_external_ski_carry,BACKPACK,has_external_ski_carry,743338184,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_lockable_main_compartment,BACKPACK,has_lockable_main_compartment,791652278,1,1,1,1,1,0,0,0,1,0
BACKPACK-ventilation_zones,BACKPACK,ventilation_zones,826658165,1,1,1,1,1,0,0,0,1,0
BACKPACK-hidden_pocket_count,BACKPACK,hidden_pocket_count,856779148,1,1,1,1,1,0,0,0,1,0
BACKPACK-storm_flap,BACKPACK,storm_flap,869169522,1,1,1,1,1,0,0,0,1,0
BACKPACK-hydration_reservoir_secure_hook,BACKPACK,hydration_reservoir_secure_hook,895244253,1,1,1,1,1,0,0,0,1,0
BACKPACK-has_whistle_on_sternum_strap,BACKPACK,has_whistle_on_sternum_strap,895663550,1,1,1,1,1,0,0,0,1,0
BACKPACK-headphone_port_location,BACKPACK,headphone_port_location,936799743,1,1,1,1,1,0,0,0,1,0
BADGE_HOLDER-brand,BADGE_HOLDER,brand,1,1,8,8,8,1,0,1,1,0,0
BADGE_HOLDER-color,BADGE_HOLDER,color,2,1,8,8,8,1,0,0,0,0,0
BADGE_HOLDER-material,BADGE_HOLDER,material,3,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-number_of_items,BADGE_HOLDER,number_of_items,4,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-closure.type,BADGE_HOLDER,closure.type,5,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-special_feature,BADGE_HOLDER,special_feature,6,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-recommended_uses_for_product,BADGE_HOLDER,recommended_uses_for_product,7,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-subject_character,BADGE_HOLDER,subject_character,8,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-item_length_width,BADGE_HOLDER,item_length_width,9,1,4,4,4,1,0,0,0,0,0
BADGE_HOLDER-eu_spare_part_availability_duration,BADGE_HOLDER,eu_spare_part_availability_duration,15,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-material,BAKEWARE_SET,material,1,1,8,8,8,1,0,0,0,0,0
BAKEWARE_SET-brand,BAKEWARE_SET,brand,2,1,8,8,8,1,0,1,1,0,0
BAKEWARE_SET-color,BAKEWARE_SET,color,3,1,8,8,8,1,0,0,0,0,0
BAKEWARE_SET-material_type_free,BAKEWARE_SET,material_type_free,4,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-is_dishwasher_safe,BAKEWARE_SET,is_dishwasher_safe,5,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-care_instructions,BAKEWARE_SET,care_instructions,6,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-included_components,BAKEWARE_SET,included_components,7,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-material_feature,BAKEWARE_SET,material_feature,8,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-unit_count,BAKEWARE_SET,unit_count,9,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-upper_temperature_rating,BAKEWARE_SET,upper_temperature_rating,10,1,4,4,4,1,0,0,0,0,0
BAKEWARE_SET-eu_spare_part_availability_duration,BAKEWARE_SET,eu_spare_part_availability_duration,105,1,2,2,2,1,0,0,0,0,0
BAKEWARE_SET-manufacture_year,BAKEWARE_SET,manufacture_year,465194209,1,1,1,1,1,0,0,0,0,0
BAKING_CHOCOLATE-ingredients,BAKING_CHOCOLATE,ingredients,1,1,8,8,8,1,0,1,1,1,1
BAKING_CHOCOLATE-flavor,BAKING_CHOCOLATE,flavor,2,1,8,8,8,1,0,0,0,1,1
BAKING_CHOCOLATE-brand,BAKING_CHOCOLATE,brand,3,1,8,8,8,1,0,1,1,1,0
BAKING_CHOCOLATE-item_weight,BAKING_CHOCOLATE,item_weight,4,1,8,8,8,1,0,1,1,1,1
BAKING_CHOCOLATE-specialty,BAKING_CHOCOLATE,specialty,5,1,4,4,4,1,0,0,0,1,0
BAKING_CHOCOLATE-allergen_information,BAKING_CHOCOLATE,allergen_information,6,1,4,4,4,1,0,1,1,1,0
BAKING_CHOCOLATE-directions,BAKING_CHOCOLATE,directions,7,1,4,4,4,1,0,0,0,1,1
BAKING_CHOCOLATE-item_form,BAKING_CHOCOLATE,item_form,8,1,4,4,4,1,0,0,0,1,1
BAKING_CHOCOLATE-nutritional_info,BAKING_CHOCOLATE,nutritional_info,9,1,4,4,4,1,0,0,0,1,0
BAKING_CHOCOLATE-nutritional_info.serving_description,BAKING_CHOCOLATE,nutritional_info.serving_description,10,1,4,4,4,1,0,0,0,1,0
BAKING_CHOCOLATE-diet_type,BAKING_CHOCOLATE,diet_type,11,1,2,2,2,1,0,1,1,1,0
BAKING_CHOCOLATE-serving_recommendation,BAKING_CHOCOLATE,serving_recommendation,12,1,2,2,2,1,0,0,0,1,0
BAKING_CHOCOLATE-nutritional_info.protein,BAKING_CHOCOLATE,nutritional_info.protein,13,1,2,2,2,1,0,0,0,1,0
BAKING_CHOCOLATE-indications,BAKING_CHOCOLATE,indications,14,1,1,1,1,1,0,0,0,1,0
BAKING_CHOCOLATE-number_of_pieces,BAKING_CHOCOLATE,number_of_pieces,15,1,1,1,1,1,0,0,0,1,1
BAKING_CHOCOLATE-region_of_origin,BAKING_CHOCOLATE,region_of_origin,16,1,1,1,1,1,0,1,1,1,0
BAKING_CHOCOLATE-sweetness_description,BAKING_CHOCOLATE,sweetness_description,18,1,1,1,1,1,0,0,0,1,0
BAKING_CUP-color,BAKING_CUP,color,1,1,8,8,8,1,0,0,0,0,0
BAKING_CUP-brand,BAKING_CUP,brand,2,1,8,8,8,1,0,1,1,0,0
BAKING_CUP-material,BAKING_CUP,material,3,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-item_dimensions,BAKING_CUP,item_dimensions,4,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-capacity,BAKING_CUP,capacity,5,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-reusability,BAKING_CUP,reusability,6,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-occasion_type,BAKING_CUP,occasion_type,7,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-material_feature,BAKING_CUP,material_feature,8,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-item_shape,BAKING_CUP,item_shape,9,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-eu_spare_part_availability_duration,BAKING_CUP,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
BAKING_CUP-manufacture_year,BAKING_CUP,manufacture_year,919710653,1,1,1,1,1,0,0,0,0,0
BAKING_MAT-material,BAKING_MAT,material,1,1,8,8,8,1,0,0,0,0,0
BAKING_MAT-size,BAKING_MAT,size,2,1,8,8,8,1,1,0,1,0,0
BAKING_MAT-color,BAKING_MAT,color,3,1,8,8,8,1,0,0,0,0,0
BAKING_MAT-brand,BAKING_MAT,brand,4,1,4,4,4,1,0,1,1,0,0
BAKING_MAT-item_weight,BAKING_MAT,item_weight,5,1,4,4,4,1,0,1,1,0,0
BAKING_MAT-number_of_pieces,BAKING_MAT,number_of_pieces,6,1,4,4,4,1,0,0,0,0,0
BAKING_MAT-item_length_width,BAKING_MAT,item_length_width,7,1,4,4,4,1,0,0,0,0,0
BAKING_MAT-item_shape,BAKING_MAT,item_shape,8,1,4,4,4,1,0,0,0,0,0
BAKING_MAT-material_type_free,BAKING_MAT,material_type_free,9,1,4,4,4,1,0,0,0,0,0
BAKING_MAT-is_dishwasher_safe,BAKING_MAT,is_dishwasher_safe,10,1,4,4,4,1,0,0,0,0,0
