Helper,product_type,sa_name,Rank,MP,completeness_weight,correctness_weight,normalization_weight,PT Scope,ASCS PT excluded,ASCS All excluded,Excluded,IDQ program PT overlap,IDQ program PT+Attribute overlap
AIR_COOLER-color,AIR_COOLER,color,5,1,8,8,8,1,0,0,0,1,1
AIR_COOLER-air_flow_capacity,AIR_COOLER,air_flow_capacity,6,1,8,8,8,1,0,0,0,1,0
AIR_COOLER-controls_type,AIR_COOLER,controls_type,7,1,4,4,4,1,0,0,0,1,1
AIR_COOLER-reservoir_capacity,AIR_COOLER,reservoir_capacity,8,1,4,4,4,1,0,0,0,1,0
AIR_COOLER-floor_area,AIR_COOLER,floor_area,9,1,4,4,4,1,0,0,0,1,0
AIR_COOLER-item_weight,AIR_COOLER,item_weight,10,1,4,4,4,1,0,1,1,1,0
AIR_COOLER-model_name,AIR_COOLER,model_name,11,1,4,4,4,1,0,0,0,1,0
AIR_COOLER-recommended_uses_for_product,AIR_COOLER,recommended_uses_for_product,12,1,4,4,4,1,0,0,0,1,0
AIR_COOLER-form_factor,AIR_COOLER,form_factor,13,1,4,4,4,1,0,0,0,1,1
AIR_COOLER-included_components,AIR_COOLER,included_components,14,1,2,2,2,1,0,0,0,1,0
AIR_COOLER-wattage,AIR_COOLER,wattage,15,1,2,2,2,1,0,0,0,1,1
AIR_COOLER-energy_consumption_standard,AIR_COOLER,energy_consumption_standard,16,1,2,2,2,1,0,0,0,1,0
AIR_COOLER-model_number,AIR_COOLER,model_number,17,1,2,2,2,1,0,0,0,1,0
AIR_COOLER-noise_level,AIR_COOLER,noise_level,18,1,2,2,2,1,0,0,0,1,0
AIR_COOLER-number_of_speeds,AIR_COOLER,number_of_speeds,19,1,2,2,2,1,0,0,0,1,0
AIR_COOLER-item_depth_width_height,AIR_COOLER,item_depth_width_height,20,1,1,1,1,1,0,0,0,1,0
AIR_COOLER-amperage,AIR_COOLER,amperage,21,1,1,1,1,1,0,0,0,1,0
AIR_COOLER-voltage,AIR_COOLER,voltage,22,1,1,1,1,1,0,0,0,1,0
AIR_COOLER-warranty_description,AIR_COOLER,warranty_description,23,1,1,1,1,1,0,1,1,1,0
AIR_COOLER-eu_spare_part_availability_duration,AIR_COOLER,eu_spare_part_availability_duration,28,1,1,1,1,1,0,0,0,1,0
AIR_COOLER-cable.length,AIR_COOLER,cable.length,447131829,1,1,1,1,1,0,0,0,1,0
AIR_COOLER-manufacture_year,AIR_COOLER,manufacture_year,540161626,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-special_feature,AIR_FRYER,special_feature,1,1,8,8,8,1,0,0,0,1,0
AIR_FRYER-item_depth_width_height,AIR_FRYER,item_depth_width_height,2,1,8,8,8,1,0,0,0,1,0
AIR_FRYER-color,AIR_FRYER,color,3,1,8,8,8,1,0,0,0,1,1
AIR_FRYER-capacity,AIR_FRYER,capacity,4,1,8,8,8,1,0,0,0,1,1
AIR_FRYER-material,AIR_FRYER,material,5,1,8,8,8,1,0,0,0,1,1
AIR_FRYER-recommended_uses_for_product,AIR_FRYER,recommended_uses_for_product,6,1,8,8,8,1,0,0,0,1,0
AIR_FRYER-output_wattage,AIR_FRYER,output_wattage,7,1,4,4,4,1,0,0,0,1,0
AIR_FRYER-item_weight,AIR_FRYER,item_weight,8,1,4,4,4,1,0,1,1,1,0
AIR_FRYER-brand,AIR_FRYER,brand,9,1,4,4,4,1,0,1,1,1,0
AIR_FRYER-wattage,AIR_FRYER,wattage,10,1,4,4,4,1,0,0,0,1,1
AIR_FRYER-voltage,AIR_FRYER,voltage,11,1,4,4,4,1,0,0,0,1,0
AIR_FRYER-control_method,AIR_FRYER,control_method,12,1,4,4,4,1,0,0,0,1,1
AIR_FRYER-model_name,AIR_FRYER,model_name,13,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-has_nonstick_coating,AIR_FRYER,has_nonstick_coating,15,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-inner.material,AIR_FRYER,inner.material,16,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-min_temperature_setting,AIR_FRYER,min_temperature_setting,17,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-outer.material,AIR_FRYER,outer.material,18,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-controller_type,AIR_FRYER,controller_type,19,1,2,2,2,1,0,0,0,1,0
AIR_FRYER-is_dishwasher_safe,AIR_FRYER,is_dishwasher_safe,20,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-max_temperature_setting,AIR_FRYER,max_temperature_setting,21,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-model_number,AIR_FRYER,model_number,22,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-eu_spare_part_availability_duration,AIR_FRYER,eu_spare_part_availability_duration,27,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-cable.length,AIR_FRYER,cable.length,28,1,1,1,1,1,0,0,0,1,0
AIR_FRYER-manufacture_year,AIR_FRYER,manufacture_year,117250116,1,1,1,1,1,0,0,0,1,0
AIR_GUN-brand,AIR_GUN,brand,1,1,8,8,8,1,0,1,1,0,0
AIR_GUN-color,AIR_GUN,color,2,1,8,8,8,1,0,0,0,0,0
AIR_GUN-number_of_rounds,AIR_GUN,number_of_rounds,3,1,8,8,8,1,0,0,0,0,0
AIR_GUN-caliber,AIR_GUN,caliber,4,1,4,4,4,1,0,0,0,0,0
AIR_GUN-item_length_width_height,AIR_GUN,item_length_width_height,5,1,4,4,4,1,0,0,0,0,0
AIR_GUN-item_weight,AIR_GUN,item_weight,6,1,4,4,4,1,0,1,1,0,0
AIR_GUN-team_name,AIR_GUN,team_name,7,1,4,4,4,1,0,0,0,0,0
AIR_GUN-air_gun_power_type,AIR_GUN,air_gun_power_type,8,1,4,4,4,1,0,0,0,0,0
AIR_GUN-barrel.material,AIR_GUN,barrel.material,9,1,4,4,4,1,0,0,0,0,0
AIR_GUN-frame.material,AIR_GUN,frame.material,10,1,4,4,4,1,0,0,0,0,0
AIR_GUN-league_name,AIR_GUN,league_name,11,1,2,2,2,1,0,0,0,0,0
AIR_GUN-eu_spare_part_availability_duration,AIR_GUN,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
AIR_GUN_PROJECTILE-brand,AIR_GUN_PROJECTILE,brand,1,1,8,8,8,1,0,1,1,0,0
AIR_GUN_PROJECTILE-size,AIR_GUN_PROJECTILE,size,2,1,8,8,8,1,1,0,1,0,0
AIR_GUN_PROJECTILE-color,AIR_GUN_PROJECTILE,color,3,1,8,8,8,1,0,0,0,0,0
AIR_GUN_PROJECTILE-model_name,AIR_GUN_PROJECTILE,model_name,4,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-sport_type,AIR_GUN_PROJECTILE,sport_type,5,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-material,AIR_GUN_PROJECTILE,material,6,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-style,AIR_GUN_PROJECTILE,style,7,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-item_weight,AIR_GUN_PROJECTILE,item_weight,8,1,4,4,4,1,0,1,1,0,0
AIR_GUN_PROJECTILE-item_shape,AIR_GUN_PROJECTILE,item_shape,9,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-caliber,AIR_GUN_PROJECTILE,caliber,10,1,4,4,4,1,0,0,0,0,0
AIR_GUN_PROJECTILE-item_width_height,AIR_GUN_PROJECTILE,item_width_height,12,1,2,2,2,1,0,0,0,0,0
AIR_GUN_PROJECTILE-cross_section_shape,AIR_GUN_PROJECTILE,cross_section_shape,13,1,2,2,2,1,0,0,0,0,0
AIR_GUN_PROJECTILE-air_gun_power_type,AIR_GUN_PROJECTILE,air_gun_power_type,15,1,1,1,1,1,0,0,0,0,0
AIR_GUN_PROJECTILE-eu_spare_part_availability_duration,AIR_GUN_PROJECTILE,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
AIR_MATTRESS-size,AIR_MATTRESS,size,1,1,8,8,8,1,0,0,0,1,1
AIR_MATTRESS-special_feature,AIR_MATTRESS,special_feature,2,1,8,8,8,1,0,0,0,1,1
AIR_MATTRESS-brand,AIR_MATTRESS,brand,3,1,8,8,8,1,0,1,1,1,0
AIR_MATTRESS-color,AIR_MATTRESS,color,4,1,8,8,8,1,0,0,0,1,1
AIR_MATTRESS-item_length_width_thickness,AIR_MATTRESS,item_length_width_thickness,5,1,8,8,8,1,0,0,0,1,0
AIR_MATTRESS-material,AIR_MATTRESS,material,6,1,4,4,4,1,0,0,0,1,1
AIR_MATTRESS-specific_uses_for_product,AIR_MATTRESS,specific_uses_for_product,7,1,4,4,4,1,0,0,0,1,0
AIR_MATTRESS-included_components,AIR_MATTRESS,included_components,8,1,4,4,4,1,0,0,0,1,0
AIR_MATTRESS-target_audience,AIR_MATTRESS,target_audience,9,1,4,4,4,1,0,0,0,1,0
AIR_MATTRESS-item_weight,AIR_MATTRESS,item_weight,10,1,4,4,4,1,0,1,1,1,0
AIR_MATTRESS-model_name,AIR_MATTRESS,model_name,11,1,2,2,2,1,0,0,0,1,0
AIR_MATTRESS-capacity,AIR_MATTRESS,capacity,12,1,2,2,2,1,0,0,0,1,0
AIR_MATTRESS-care_instructions,AIR_MATTRESS,care_instructions,13,1,2,2,2,1,0,0,0,1,1
AIR_MATTRESS-number_of_items,AIR_MATTRESS,number_of_items,14,1,2,2,2,1,0,0,0,1,0
AIR_MATTRESS-weight_capacity.maximum,AIR_MATTRESS,weight_capacity.maximum,15,1,2,2,2,1,0,0,0,1,1
AIR_MATTRESS-item_firmness_description,AIR_MATTRESS,item_firmness_description,16,1,1,1,1,1,0,0,0,1,1
AIR_MATTRESS-water_resistance_level,AIR_MATTRESS,water_resistance_level,17,1,1,1,1,1,0,0,0,1,1
AIR_MATTRESS-mattress_coil_type,AIR_MATTRESS,mattress_coil_type,18,1,1,1,1,1,0,0,0,1,0
AIR_MATTRESS-safety_warning,AIR_MATTRESS,safety_warning,20,1,1,1,1,1,0,0,0,1,0
AIR_MATTRESS-eu_spare_part_availability_duration,AIR_MATTRESS,eu_spare_part_availability_duration,25,1,1,1,1,1,0,0,0,1,0
AIR_MATTRESS-item_thickness,AIR_MATTRESS,item_thickness,26,1,1,1,1,1,0,0,0,1,0
AIR_PUMP-color,AIR_PUMP,color,1,1,8,8,8,1,0,0,0,1,1
AIR_PUMP-brand,AIR_PUMP,brand,2,1,8,8,8,1,0,1,1,1,0
AIR_PUMP-material,AIR_PUMP,material,3,1,8,8,8,1,0,0,0,1,1
AIR_PUMP-item_weight,AIR_PUMP,item_weight,4,1,4,4,4,1,0,1,1,1,0
AIR_PUMP-item_length_width_height,AIR_PUMP,item_length_width_height,5,1,4,4,4,1,0,0,0,1,0
AIR_PUMP-power_source_type,AIR_PUMP,power_source_type,6,1,4,4,4,1,0,0,0,1,1
AIR_PUMP-team_name,AIR_PUMP,team_name,7,1,4,4,4,1,0,0,0,1,0
AIR_PUMP-air_flow_capacity,AIR_PUMP,air_flow_capacity,8,1,4,4,4,1,0,0,0,1,0
AIR_PUMP-league_name,AIR_PUMP,league_name,9,1,4,4,4,1,0,0,0,1,0
AIR_PUMP-maximum_pressure,AIR_PUMP,maximum_pressure,10,1,4,4,4,1,0,0,0,1,0
AIR_PUMP-operation_mode,AIR_PUMP,operation_mode,11,1,2,2,2,1,0,0,0,1,1
AIR_PUMP-eu_spare_part_availability_duration,AIR_PUMP,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
AIR_PURIFIER-color,AIR_PURIFIER,color,1,1,8,8,8,1,0,0,0,1,1
AIR_PURIFIER-brand,AIR_PURIFIER,brand,2,1,8,8,8,1,0,1,1,1,0
AIR_PURIFIER-item_depth_width_height,AIR_PURIFIER,item_depth_width_height,3,1,8,8,8,1,0,0,0,1,0
AIR_PURIFIER-power_source_type,AIR_PURIFIER,power_source_type,4,1,8,8,8,1,0,0,0,1,1
AIR_PURIFIER-item_weight,AIR_PURIFIER,item_weight,5,1,4,4,4,1,0,1,1,1,0
AIR_PURIFIER-control_method,AIR_PURIFIER,control_method,6,1,4,4,4,1,0,0,0,1,1
AIR_PURIFIER-filter_type,AIR_PURIFIER,filter_type,7,1,4,4,4,1,0,0,0,1,0
AIR_PURIFIER-floor_area,AIR_PURIFIER,floor_area,8,1,4,4,4,1,0,0,0,1,0
AIR_PURIFIER-model_number,AIR_PURIFIER,model_number,9,1,4,4,4,1,0,0,0,1,0
AIR_PURIFIER-specification_met,AIR_PURIFIER,specification_met,10,1,4,4,4,1,0,0,0,1,0
AIR_PURIFIER-noise_level,AIR_PURIFIER,noise_level,11,1,2,2,2,1,0,0,0,1,0
AIR_PURIFIER-particle_retention_size,AIR_PURIFIER,particle_retention_size,12,1,2,2,2,1,0,0,0,1,0
AIR_PURIFIER-controller_type,AIR_PURIFIER,controller_type,13,1,2,2,2,1,0,0,0,1,0
AIR_PURIFIER-eu_spare_part_availability_duration,AIR_PURIFIER,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
AIR_PURIFIER-wattage,AIR_PURIFIER,wattage,106,1,1,1,1,1,0,0,0,1,0
AIR_PURIFIER-manufacture_year,AIR_PURIFIER,manufacture_year,149916096,1,1,1,1,1,0,0,0,1,0
ALARM-color,ALARM,color,1,1,8,8,8,1,0,0,0,0,0
ALARM-brand,ALARM,brand,2,1,8,8,8,1,0,1,1,0,0
ALARM-power_source_type,ALARM,power_source_type,3,1,8,8,8,1,0,0,0,0,0
ALARM-compatible_devices,ALARM,compatible_devices,4,1,4,4,4,1,0,0,0,0,0
ALARM-item_length_width_height,ALARM,item_length_width_height,5,1,4,4,4,1,0,0,0,0,0
ALARM-battery.description,ALARM,battery.description,6,1,4,4,4,1,0,0,0,0,0
ALARM-num_batteries,ALARM,num_batteries,7,1,4,4,4,1,0,1,1,0,0
ALARM-voltage,ALARM,voltage,8,1,4,4,4,1,0,0,0,0,0
ALARM-control_method,ALARM,control_method,9,1,4,4,4,1,0,0,0,0,0
ALARM-noise_level,ALARM,noise_level,10,1,4,4,4,1,0,0,0,0,0
ALARM-mounting_type,ALARM,mounting_type,11,1,2,2,2,1,0,0,0,0,0
ALARM-maximum_range,ALARM,maximum_range,12,1,2,2,2,1,0,0,0,0,0
ALARM-sensor.technology,ALARM,sensor.technology,13,1,1,1,1,1,0,0,0,0,0
ALARM-eu_spare_part_availability_duration,ALARM,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
ANCHOR_STAKE-material,ANCHOR_STAKE,material,1,1,8,8,8,1,0,0,0,0,0
ANCHOR_STAKE-color,ANCHOR_STAKE,color,2,1,8,8,8,1,0,0,0,0,0
ANCHOR_STAKE-brand,ANCHOR_STAKE,brand,3,1,4,4,4,1,0,1,1,0,0
ANCHOR_STAKE-item_length_width,ANCHOR_STAKE,item_length_width,4,1,4,4,4,1,0,0,0,0,0
ANCHOR_STAKE-style,ANCHOR_STAKE,style,5,1,4,4,4,1,0,0,0,0,0
ANCHOR_STAKE-item_weight,ANCHOR_STAKE,item_weight,6,1,4,4,4,1,0,1,1,0,0
ANCHOR_STAKE-number_of_pieces,ANCHOR_STAKE,number_of_pieces,7,1,4,4,4,1,0,0,0,0,0
ANCHOR_STAKE-safety_warning,ANCHOR_STAKE,safety_warning,8,1,4,4,4,1,0,0,0,0,0
ANCHOR_STAKE-eu_spare_part_availability_duration,ANCHOR_STAKE,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
ANIMAL_CAGE-brand,ANIMAL_CAGE,brand,1,1,8,8,8,1,0,1,1,1,0
ANIMAL_CAGE-target_species,ANIMAL_CAGE,target_species,2,1,8,8,8,1,0,0,0,1,0
ANIMAL_CAGE-item_length_width_height,ANIMAL_CAGE,item_length_width_height,3,1,8,8,8,1,0,0,0,1,0
ANIMAL_CAGE-gap_size,ANIMAL_CAGE,gap_size,4,1,4,4,4,1,0,0,0,1,0
ANIMAL_CAGE-material,ANIMAL_CAGE,material,5,1,4,4,4,1,0,0,0,1,1
ANIMAL_CAGE-specific_uses_for_product,ANIMAL_CAGE,specific_uses_for_product,6,1,4,4,4,1,0,0,0,1,0
ANIMAL_CAGE-special_feature,ANIMAL_CAGE,special_feature,7,1,4,4,4,1,0,0,0,1,0
ANIMAL_CAGE-included_components,ANIMAL_CAGE,included_components,8,1,4,4,4,1,0,0,0,1,1
ANIMAL_CAGE-number_of_levels,ANIMAL_CAGE,number_of_levels,9,1,4,4,4,1,0,0,0,1,0
ANIMAL_CAGE-breed_recommendation,ANIMAL_CAGE,breed_recommendation,10,1,4,4,4,1,0,0,0,1,1
ANIMAL_CAGE-color,ANIMAL_CAGE,color,11,1,2,2,2,1,0,0,0,1,1
ANIMAL_CAGE-number_of_doors,ANIMAL_CAGE,number_of_doors,12,1,2,2,2,1,0,0,0,1,0
ANIMAL_CAGE-item_weight,ANIMAL_CAGE,item_weight,13,1,1,1,1,1,0,1,1,1,1
ANIMAL_CAGE-eu_spare_part_availability_duration,ANIMAL_CAGE,eu_spare_part_availability_duration,18,1,1,1,1,1,0,0,0,1,0
ANIMAL_CAGE-dog_breed_size,ANIMAL_CAGE,dog_breed_size,20,1,1,1,1,1,0,0,0,1,0
ANIMAL_CARRIER-color,ANIMAL_CARRIER,color,1,1,8,8,8,1,0,0,0,0,0
ANIMAL_CARRIER-brand,ANIMAL_CARRIER,brand,2,1,8,8,8,1,0,1,1,0,0
ANIMAL_CARRIER-item_length_width_height,ANIMAL_CARRIER,item_length_width_height,3,1,8,8,8,1,0,0,0,0,0
ANIMAL_CARRIER-target_audience,ANIMAL_CARRIER,target_audience,4,1,8,8,8,1,0,0,0,0,0
ANIMAL_CARRIER-material,ANIMAL_CARRIER,material,5,1,4,4,4,1,0,0,0,0,0
ANIMAL_CARRIER-special_feature,ANIMAL_CARRIER,special_feature,6,1,4,4,4,1,0,0,0,0,0
ANIMAL_CARRIER-item_weight,ANIMAL_CARRIER,item_weight,7,1,4,4,4,1,0,1,1,0,0
ANIMAL_CARRIER-compatible_with_vehicle_type,ANIMAL_CARRIER,compatible_with_vehicle_type,8,1,4,4,4,1,0,0,0,0,0
ANIMAL_CARRIER-maximum_weight_recommendation,ANIMAL_CARRIER,maximum_weight_recommendation,9,1,4,4,4,1,0,0,0,0,0
ANIMAL_CARRIER-recommended_uses_for_product,ANIMAL_CARRIER,recommended_uses_for_product,10,1,4,4,4,1,0,0,0,0,0
ANIMAL_CARRIER-target_species,ANIMAL_CARRIER,target_species,12,1,2,2,2,1,0,0,0,0,0
ANIMAL_CARRIER-size,ANIMAL_CARRIER,size,13,1,2,2,2,1,1,0,1,0,0
ANIMAL_CARRIER-style,ANIMAL_CARRIER,style,14,1,2,2,2,1,0,0,0,0,0
ANIMAL_CARRIER-closure.type,ANIMAL_CARRIER,closure.type,15,1,1,1,1,1,0,0,0,0,0
ANIMAL_CARRIER-eu_spare_part_availability_duration,ANIMAL_CARRIER,eu_spare_part_availability_duration,20,1,1,1,1,1,0,0,0,0,0
ANIMAL_CARRIER-dog_breed_size,ANIMAL_CARRIER,dog_breed_size,22,1,1,1,1,1,0,0,0,0,0
ANIMAL_COLLAR-pattern,ANIMAL_COLLAR,pattern,1,1,8,8,8,1,0,0,0,1,1
ANIMAL_COLLAR-color,ANIMAL_COLLAR,color,2,1,8,8,8,1,0,0,0,1,1
ANIMAL_COLLAR-material,ANIMAL_COLLAR,material,3,1,8,8,8,1,0,0,0,1,1
ANIMAL_COLLAR-brand,ANIMAL_COLLAR,brand,4,1,8,8,8,1,0,1,1,1,0
ANIMAL_COLLAR-item_display_dimensions,ANIMAL_COLLAR,item_display_dimensions,5,1,8,8,8,1,0,0,0,1,0
ANIMAL_COLLAR-closure.type,ANIMAL_COLLAR,closure.type,6,1,4,4,4,1,0,0,0,1,1
ANIMAL_COLLAR-item_length_width,ANIMAL_COLLAR,item_length_width,7,1,4,4,4,1,0,0,0,1,0
ANIMAL_COLLAR-target_species,ANIMAL_COLLAR,target_species,8,1,4,4,4,1,0,0,0,1,0
ANIMAL_COLLAR-eu_spare_part_availability_duration,ANIMAL_COLLAR,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
ANIMAL_COLLAR-age_range_description,ANIMAL_COLLAR,age_range_description,106,1,4,4,4,1,0,0,0,1,0
ANIMAL_COLLAR-breed_recommendation,ANIMAL_COLLAR,breed_recommendation,107,1,4,4,4,1,0,0,0,1,0
ANIMAL_COLLAR-care_instructions,ANIMAL_COLLAR,care_instructions,108,1,2,2,2,1,0,0,0,1,0
ANIMAL_COLLAR-country_of_origin,ANIMAL_COLLAR,country_of_origin,109,1,2,2,2,1,0,1,1,1,0
ANIMAL_COLLAR-embellishment_feature,ANIMAL_COLLAR,embellishment_feature,110,1,2,2,2,1,0,0,0,1,0
ANIMAL_COLLAR-included_components,ANIMAL_COLLAR,included_components,111,1,2,2,2,1,0,0,0,1,0
ANIMAL_COLLAR-league_name,ANIMAL_COLLAR,league_name,112,1,2,2,2,1,0,0,0,1,0
ANIMAL_COLLAR-number_of_items,ANIMAL_COLLAR,number_of_items,113,1,1,1,1,1,0,0,0,1,0
ANIMAL_COLLAR-occasion_type,ANIMAL_COLLAR,occasion_type,114,1,1,1,1,1,0,0,0,1,0
ANIMAL_COLLAR-target_gender,ANIMAL_COLLAR,target_gender,115,1,1,1,1,1,0,0,0,1,0
ANIMAL_COLLAR-team_name,ANIMAL_COLLAR,team_name,116,1,1,1,1,1,0,0,0,1,0
ANIMAL_COLLAR-unit_count,ANIMAL_COLLAR,unit_count,117,1,1,1,1,1,0,0,0,1,1
ANIMAL_COLLAR-dog_breed_size,ANIMAL_COLLAR,dog_breed_size,119,1,1,1,1,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-brand,ANIMAL_FUR_CLEANER_CONDITIONER,brand,1,1,8,8,8,1,0,1,1,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-directions,ANIMAL_FUR_CLEANER_CONDITIONER,directions,2,1,8,8,8,1,0,0,0,1,1
ANIMAL_FUR_CLEANER_CONDITIONER-scent,ANIMAL_FUR_CLEANER_CONDITIONER,scent,3,1,8,8,8,1,0,0,0,1,1
ANIMAL_FUR_CLEANER_CONDITIONER-ingredients,ANIMAL_FUR_CLEANER_CONDITIONER,ingredients,4,1,4,4,4,1,0,1,1,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-product_benefit,ANIMAL_FUR_CLEANER_CONDITIONER,product_benefit,5,1,4,4,4,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-recommended_uses_for_product,ANIMAL_FUR_CLEANER_CONDITIONER,recommended_uses_for_product,6,1,4,4,4,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-material_type_free,ANIMAL_FUR_CLEANER_CONDITIONER,material_type_free,7,1,4,4,4,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-item_form,ANIMAL_FUR_CLEANER_CONDITIONER,item_form,8,1,4,4,4,1,0,0,0,1,1
ANIMAL_FUR_CLEANER_CONDITIONER-liquid_volume,ANIMAL_FUR_CLEANER_CONDITIONER,liquid_volume,9,1,4,4,4,1,0,0,0,1,1
ANIMAL_FUR_CLEANER_CONDITIONER-special_ingredients,ANIMAL_FUR_CLEANER_CONDITIONER,special_ingredients,10,1,4,4,4,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-target_species,ANIMAL_FUR_CLEANER_CONDITIONER,target_species,11,1,2,2,2,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-eu_spare_part_availability_duration,ANIMAL_FUR_CLEANER_CONDITIONER,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
ANIMAL_FUR_CLEANER_CONDITIONER-allergen_information,ANIMAL_FUR_CLEANER_CONDITIONER,allergen_information,106,1,1,1,1,1,0,1,1,1,0
ANIMAL_HARNESS-size,ANIMAL_HARNESS,size,1,1,8,8,8,1,1,0,1,1,1
ANIMAL_HARNESS-color,ANIMAL_HARNESS,color,2,1,8,8,8,1,0,0,0,1,1
ANIMAL_HARNESS-pattern,ANIMAL_HARNESS,pattern,3,1,8,8,8,1,0,0,0,1,1
ANIMAL_HARNESS-brand,ANIMAL_HARNESS,brand,4,1,4,4,4,1,0,1,1,1,0
ANIMAL_HARNESS-material,ANIMAL_HARNESS,material,5,1,4,4,4,1,0,0,0,1,1
ANIMAL_HARNESS-directions,ANIMAL_HARNESS,directions,6,1,4,4,4,1,0,0,0,1,0
ANIMAL_HARNESS-closure.type,ANIMAL_HARNESS,closure.type,7,1,4,4,4,1,0,0,0,1,1
ANIMAL_HARNESS-item_weight,ANIMAL_HARNESS,item_weight,8,1,4,4,4,1,0,1,1,1,1
ANIMAL_HARNESS-target_species,ANIMAL_HARNESS,target_species,9,1,4,4,4,1,0,0,0,1,0
ANIMAL_HARNESS-care_instructions,ANIMAL_HARNESS,care_instructions,10,1,4,4,4,1,0,0,0,1,1
ANIMAL_HARNESS-item_display_dimensions,ANIMAL_HARNESS,item_display_dimensions,11,1,2,2,2,1,0,0,0,1,0
ANIMAL_HARNESS-eu_spare_part_availability_duration,ANIMAL_HARNESS,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
ANIMAL_HARNESS-dog_breed_size,ANIMAL_HARNESS,dog_breed_size,107,1,1,1,1,1,0,0,0,1,0
ANIMAL_INCONTINENCE_PROTECTOR-size,ANIMAL_INCONTINENCE_PROTECTOR,size,1,1,8,8,8,1,1,0,1,0,0
ANIMAL_INCONTINENCE_PROTECTOR-target_audience,ANIMAL_INCONTINENCE_PROTECTOR,target_audience,2,1,8,8,8,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-brand,ANIMAL_INCONTINENCE_PROTECTOR,brand,3,1,8,8,8,1,0,1,1,0,0
ANIMAL_INCONTINENCE_PROTECTOR-color,ANIMAL_INCONTINENCE_PROTECTOR,color,4,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-material,ANIMAL_INCONTINENCE_PROTECTOR,material,5,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-care_instructions,ANIMAL_INCONTINENCE_PROTECTOR,care_instructions,6,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-closure.type,ANIMAL_INCONTINENCE_PROTECTOR,closure.type,7,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-waist.size,ANIMAL_INCONTINENCE_PROTECTOR,waist.size,8,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-number_of_pieces,ANIMAL_INCONTINENCE_PROTECTOR,number_of_pieces,9,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-target_species,ANIMAL_INCONTINENCE_PROTECTOR,target_species,10,1,4,4,4,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-eu_spare_part_availability_duration,ANIMAL_INCONTINENCE_PROTECTOR,eu_spare_part_availability_duration,105,1,2,2,2,1,0,0,0,0,0
ANIMAL_INCONTINENCE_PROTECTOR-dog_breed_size,ANIMAL_INCONTINENCE_PROTECTOR,dog_breed_size,107,1,1,1,1,1,0,0,0,0,0
ANIMAL_LITTER-brand,ANIMAL_LITTER,brand,1,1,8,8,8,1,0,1,1,0,0
ANIMAL_LITTER-item_weight,ANIMAL_LITTER,item_weight,2,1,4,4,4,1,0,1,1,0,0
ANIMAL_LITTER-material,ANIMAL_LITTER,material,3,1,4,4,4,1,0,0,0,0,0
