product_type,attributes,Stream,cum_weightage,sa_name,completeness_weight,UMP,Seller - Required vs Optional
NUT_AND_SEED,serving_recommendation,'FAQ',0.2,serving_recommendation,4,UMP,Optional
NUT_AND_SEED,seed_type,'Customer_Search',0.2,,,,
NUT_AND_SEED,program_member,'Refinement',0.2,,,,
SHAMPOO,target_gender,'Customer_Search',0.2,target_gender,4,rac,Required
SHIRT, fabric_type,'Customer_Search',0.2,,,,
SHIRT, fit_type,'Customer_Search',0.2,,,,
SHIRT, shirt_form_type,'Customer_Search',0.2,,,,
SHIRT, shirt_size,'Customer_Search',0.2,,,,
NUT_AND_SEED,product_type,'Customer_Search',0.2,,,,
SHIRT, style,'Customer_Search',0.2,,,,
NUT_AND_SEED,pack_size,'Customer_Search',0.2,,,,
NUT_AND_SEED,nut_type,'Customer_Search',0.2,,,,
SHIRT, target_gender,'Customer_Search',0.2,,,,
SHIRT, top_style,'Customer_Search',0.2,,,,
PANTS, fit_type,'Customer_Search',0.2,,,,
PANTS, material,'Customer_Search',0.2,,,,
SHAMPOO,program_member,'Refinement',0.2,,,,
SHAMPOO, target_gender,'Customer_Search',0.2,,,,
PANTS,color,'Refinement',0.2,color,8,mac,Required
SHAMPOO, hair_type,'Customer_Search',0.2,,,,
SHAMPOO, item_form,'Customer_Search',0.2,,,,
PANTS,closure_type,'Refinement',0.2,,,,
SHAMPOO, product_benefit,'Customer_Search',0.2,,,,
SHAMPOO, scent,'Customer_Search',0.2,,,,
PANTS,care_instructions,'Refinement',0.2,care_instructions,2,,
PANTS,brand,'Customer_Search',0.2,brand,8,UMP,Required
SHAMPOO,product_type,'Customer_Search',0.2,,,,
PANTS,style,'Customer_Search',0.2,style,8,rac,Required
SHAMPOO,item_form,'Refinement',0.2,item_form,8,rac,Required
PANTS, target_gender,'Customer_Search',0.2,,,,
PANTS, style,'Customer_Search',0.2,,,,
SHAMPOO,number_of_items,'Refinement',0.2,number_of_items,2,,
PANTS, pants_form_type,'Customer_Search',0.2,,,,
SHAMPOO,product_line,'Customer_Search',0.2,,,,
PANTS,special_feature,'FAQ',0.2,special_feature,4,UMP,Optional
PORTABLE_ELECTRONIC_DEVICE_COVER,shell_type,'Refinement',0.2,shell_type,4,UMP,Optional
PANTS,target_gender,'Customer_Search',0.2,target_gender,8,mac,Required
PESTICIDE,product_type,'Customer_Search',0.2,,,,
PESTICIDE,target_pests,'Customer_Search',0.2,,,,
PESTICIDE,target_pest,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Medication,'Customer_Search',0.2,,,,
PESTICIDE,specification_met,'FAQ',0.2,specification_met,4,UMP,Optional
PESTICIDE,safety_warning,'FAQ',0.2,safety_warning,4,UMP,Optional
PRESCRIPTION_DRUG,Orange Flavour,'FAQ',0.2,,,,
PESTICIDE,purpose,'Customer_Search',0.2,,,,
PESTICIDE,liquid_volume,'FAQ',0.2,liquid_volume,4,rac,Optional
PRIME,Subscription,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Product Type,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,medication,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,medicine,'Customer_Search',0.2,,,,
PESTICIDE,item_weight,'FAQ',0.2,item_weight,4,UMP,Required
PESTICIDE,brand,'Customer_Search',0.2,brand,4,UMP,Required
PRESCRIPTION_DRUG,skin care,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,vitamin,'Customer_Search',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER, compatible_device_size_maximum,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Material,'Customer_Search',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER, compatible_devices,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Lancets,'FAQ',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER,program_member,'Refinement',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER,pattern,'Refinement',0.2,pattern,4,UMP,Required
PRESCRIPTION_DRUG, 9,'FAQ',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER,compatible_model,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG, Brand,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG, Lime Flavour,'FAQ',0.2,,,,
PRESCRIPTION_DRUG,8.5,'FAQ',0.2,,,,
PRESCRIPTION_DRUG,Brand,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Chocolate,'FAQ',0.2,,,,
SHIRT,brand,'Customer_Search',0.2,brand,8,UMP,Required
PRESCRIPTION_DRUG,Dosage,'Customer_Search',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER, material,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Drug Form,'Customer_Search',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER, form_factor,'Customer_Search',0.2,,,,
PRESCRIPTION_DRUG,Flavor,'FAQ',0.2,,,,
PRIME,Eligibility Criteria,'Customer_Search',0.2,,,,
PUZZLES, age_range_description,'Customer_Search',0.2,,,,
SCREEN_PROTECTOR,compatible_model,'Customer_Search',0.2,,,,
PUZZLES,program_member,'Refinement',0.2,,,,
PUZZLES,item_length_width_height_width,'Refinement',0.2,,,,
PERSONAL_FRAGRANCE,item_form,'Refinement',0.2,item_form,8,rac,Required
PERSONAL_FRAGRANCE,ingredients,'FAQ',0.2,ingredients,4,UMP,Optional
PERSONAL_FRAGRANCE,brand_name,'Customer_Search',0.2,,,,
PUZZLES,item_length_width_length,'Refinement',0.2,,,,
PUZZLES,item_shape,'Refinement',0.2,item_shape,2,,
PUZZLES,manufacturer_minimum_age,'Refinement',0.2,manufacturer_minimum_age,8,UMP,Required
PUZZLES,target_gender,'Customer_Search',0.2,target_gender,4,rac,Optional
PESTICIDE,Pest Control Type,'Customer_Search',0.2,,,,
PUZZLES,theme,'Refinement',0.2,theme,8,rac,Optional
SCREEN_PROTECTOR, compatible_phone_models,'Customer_Search',0.2,,,,
SCREEN_PROTECTOR, material,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,age_range_description,'Refinement',0.2,age_range_description,4,UMP,Optional
PERSONAL_FRAGRANCE, target_gender,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE, scent,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE, fragrance_concentration,'Customer_Search',0.2,,,,
PORTABLE_ELECTRONIC_DEVICE_COVER,theme,'Refinement',0.2,theme,4,rac,Optional
PUZZLES,included_components,'FAQ',0.2,included_components,4,UMP,Required
PUZZLES,educational_objective,'Refinement',0.2,educational_objective,4,UMP,Optional
PUZZLES,color,'Refinement',0.2,color,4,rac,Required
PUZZLES, manufacturer_minimum_age,'FAQ',0.2,,,,
PUZZLES, number_of_pieces,'Customer_Search',0.2,,,,
PUZZLES, puzzle_type,'FAQ',0.2,,,,
PUZZLES, target_gender,'Customer_Search',0.2,,,,
PESTICIDE, item_form,'Customer_Search',0.2,,,,
PESTICIDE, formulation,'Customer_Search',0.2,,,,
PUZZLES,age_group,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,target_gender:men,'FAQ',0.2,,,,
PERSONAL_FRAGRANCE,target_audience,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,special_feature,'FAQ',0.2,special_feature,4,UMP,Optional
PUZZLES,age_range,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,product_type,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,product_line,'Customer_Search',0.2,,,,
PERSONAL_FRAGRANCE,number_of_items,'Refinement',0.2,number_of_items,1,,
PERSONAL_FRAGRANCE,material_feature,'Refinement',0.2,material_feature,2,,
PUZZLES,item_length_width,'FAQ',0.2,item_length_width,8,UMP,Required
ABIS_BOOK, genre,'Customer_Search',0.2,,,,
SHIRT,care_instructions,'Refinement',0.2,care_instructions,2,,
VEGETABLE, g,'FAQ',0.2,,,,
TOY_FIGURE,item_length_width_height,'FAQ',0.2,item_length_width_height,8,UMP,Required
TOY_FIGURE,manufacturer_minimum_age,'Refinement',0.2,manufacturer_minimum_age,8,UMP,Required
TOY_FIGURE,material ,'Refinement',0.2,,,,
TOY_FIGURE,occasion_type,'Refinement',0.2,occasion_type,8,UMP,Optional
TOY_FIGURE,program_member,'Refinement',0.2,,,,
TOY_FIGURE,size,'FAQ',0.2,size,8,rac,Required
TOY_FIGURE,toy_figure_type,'Customer_Search',0.2,toy_figure_type,8,UMP,Optional
TOY_FIGURE,toy_type,'Customer_Search',0.2,,,,
VEGETABLE, 500,'FAQ',0.2,,,,
VEGETABLE, Packaging Type,'Customer_Search',0.2,,,,
VEGETABLE, freshness_condition,'Customer_Search',0.2,,,,
VEGETABLE, item_weight,'Customer_Search',0.2,,,,
WALLET, material,'Customer_Search',0.2,,,,
VEGETABLE, number_of_items,'Customer_Search',0.2,,,,
VEGETABLE, pack_size,'Customer_Search',0.2,,,,
VEGETABLE, produce_classification,'FAQ',0.2,,,,
VEGETABLE, produce_sold_as_format,'Customer_Search',0.2,,,,
VEGETABLE,diet_type,'FAQ',0.2,diet_type,8,UMP,Optional
VEGETABLE,ingredients,'FAQ',0.2,ingredients,4,UMP,Required
VEGETABLE,item_form,'FAQ',0.2,item_form,8,rac,Required
VEGETABLE,item_weight,'FAQ',0.2,item_weight,4,rac,Required
VEGETABLE,number_of_items,'FAQ',0.2,number_of_items,4,rac,Required
VEGETABLE,produce_type,'Customer_Search',0.2,,,,
VEGETABLE,produce_variety,'Customer_Search',0.2,,,,
TOY_FIGURE,item_dimensions_height,'Refinement',0.2,,,,
TOY_FIGURE,country_of_origin,'FAQ',0.2,country_of_origin,8,UMP,Required
TOY_FIGURE,color,'Refinement',0.2,color,8,mac,Required
TOY_FIGURE,character_name,'Customer_Search',0.2,,,,
TOYS_AND_GAMES,closure_type,'Refinement',0.2,,,,
TOYS_AND_GAMES,item_dimensions_height,'Refinement',0.2,,,,
TOYS_AND_GAMES,item_shape,'Refinement',0.2,,,,
TOYS_AND_GAMES,manufacturer_minimum_age,'Refinement',0.2,,,,
TOYS_AND_GAMES,number_of_items,'Refinement',0.2,,,,
TOYS_AND_GAMES,number_of_players,'FAQ',0.2,number_of_players,4,UMP,Optional
TOYS_AND_GAMES,occasion,'Refinement',0.2,,,,
TOYS_AND_GAMES,pattern,'Refinement',0.2,,,,
TOYS_AND_GAMES,product_type,'Customer_Search',0.2,,,,
TOYS_AND_GAMES,program_member,'Refinement',0.2,,,,
TOYS_AND_GAMES,size,'FAQ',0.2,size,4,UMP,Required
TOYS_AND_GAMES,subject_character,'Customer_Search',0.2,subject_character,4,UMP,Optional
TOYS_AND_GAMES,target_gender,'Customer_Search',0.2,target_gender,4,UMP,Optional
TOYS_AND_GAMES,theme,'Customer_Search',0.2,theme,8,UMP,Required
TOYS_AND_GAMES,toy_type,'Customer_Search',0.2,,,,
TOY_FIGURE, model_name,'Customer_Search',0.2,,,,
TOY_FIGURE, size,'FAQ',0.2,,,,
TOY_FIGURE, subject_character,'Customer_Search',0.2,,,,
TOY_FIGURE, target_gender,'Customer_Search',0.2,,,,
TOY_FIGURE, theme,'Customer_Search',0.2,,,,
TOY_FIGURE, toy_figure_type,'Customer_Search',0.2,,,,
TOY_FIGURE,animal_theme,'Customer_Search',0.2,animal_theme,8,UMP,Optional
TOY_FIGURE,brand,'Customer_Search',0.2,brand,8,UMP,Required
WALLET, gender,'Customer_Search',0.2,,,,
WALLET, style,'Customer_Search',0.2,,,,
SHIRT,closure_type,'Refinement',0.2,,,,
WIRELESS_PLAN_OPTION,Payment Method,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER,clasp_type,'Refinement',0.2,clasp_type,2,,
WEARABLE_COMPUTER,color,'Refinement',0.2,color,8,rac,Required
WEARABLE_COMPUTER,compatible_devices,'Refinement',0.2,compatible_devices,8,rac,Optional
WEARABLE_COMPUTER,compatible_phone_models,'Refinement',0.2,compatible_phone_models,8,UMP,Optional
WEARABLE_COMPUTER,controller_type,'Refinement',0.2,controller_type,1,,
WEARABLE_COMPUTER,display_size,'Refinement',0.2,,,,
WEARABLE_COMPUTER,gender,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER,warranty_type,'FAQ',0.2,warranty_type,4,rac,Optional
WEARABLE_COMPUTER,water_resistance_level,'FAQ',0.2,water_resistance_level,4,UMP,Optional
WIRELESS_PLAN_OPTION,Financial Services,'Customer_Search',0.2,,,,
WIRELESS_PLAN_OPTION,Payment Category,'Customer_Search',0.2,,,,
WIRELESS_PLAN_OPTION,Payment Mode,'Customer_Search',0.2,,,,
WALLET, target_gender,'Customer_Search',0.2,,,,
WIRELESS_PLAN_OPTION,bill payment,'Customer_Search',0.2,,,,
WIRELESS_PLAN_OPTION,electricity bill payment,'Customer_Search',0.2,,,,
WIRELESS_PLAN_OPTION,mobile,'Customer_Search',0.2,,,,
WRITING_INSTRUMENT, material,'Customer_Search',0.2,,,,
WRITING_INSTRUMENT, writing_instrument_form,'Customer_Search',0.2,,,,
WRITING_INSTRUMENT,included_components,'FAQ',0.2,included_components,4,UMP,Optional
WRITING_INSTRUMENT,item_dimensions,'Customer_Search',0.2,item_dimensions,4,rac,Required
WRITING_INSTRUMENT,model_name,'Customer_Search',0.2,model_name,4,rac,Required
WRITING_INSTRUMENT,recommended_uses_for_product,'FAQ',0.2,recommended_uses_for_product,4,rac,Optional
WRITING_INSTRUMENT,special_feature,'FAQ',0.2,special_feature,8,rac,Required
WRITING_INSTRUMENT,unit_count,'FAQ',0.2,unit_count,4,rac,Required
WEARABLE_COMPUTER,case_material,'Refinement',0.2,,,,
WEARABLE_COMPUTER,brand,'Customer_Search',0.2,brand,8,rac,Required
WEARABLE_COMPUTER,battery_charge_time,'FAQ',0.2,,,,
WEARABLE_COMPUTER,battery_cell_composition,'FAQ',0.2,,,,
WALLET, wallet_compartment_type,'Customer_Search',0.2,,,,
WALLET,closure_type,'Refinement',0.2,,,,
WALLET,included_components,'Refinement',0.2,included_components,4,UMP,Optional
WALLET,lining_description,'Refinement',0.2,lining_description,4,UMP,Optional
WALLET,pattern,'Refinement',0.2,pattern,8,UMP,Required
WALLET,pocket_description,'Refinement',0.2,pocket_description,4,mac,Optional
WALLET,program_member,'Refinement',0.2,,,,
WALLET,special_feature,'FAQ',0.2,special_feature,8,UMP,Optional
WALLET,style,'Customer_Search',0.2,style,8,mac,Required
WALLET,target_audience,'Customer_Search',0.2,,,,
WALLET,target_gender,'Customer_Search',0.2,target_gender,8,UMP,Optional
WEARABLE_COMPUTER, battery_average_life,'FAQ',0.2,,,,
WEARABLE_COMPUTER, battery_charge_time,'FAQ',0.2,,,,
WEARABLE_COMPUTER, case_material,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, compatible_devices,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, display_type,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, model_name,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, special_feature,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, sport_type,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, style,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, target_audience,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER, water_resistance_level,'Customer_Search',0.2,,,,
WEARABLE_COMPUTER,band_material,'Refinement',0.2,,,,
TOYS_AND_GAMES,brand,'Customer_Search',0.2,brand,8,UMP,Required
TOYS_AND_GAMES,age_group,'Customer_Search',0.2,,,,
TOYS_AND_GAMES, theme,'Customer_Search',0.2,,,,
SKIN_CLEANING_AGENT,program_member,'Refinement',0.2,,,,
SHOES,height_map,'Refinement',0.2,height_map,2,,
SHOES,shoe_type,'Customer_Search',0.2,shoe_type,4,UMP,Optional
SHOES,sole_material,'FAQ',0.2,sole_material,4,rac,Optional
SHOES,special_feature,'FAQ',0.2,special_feature,8,UMP,Optional
SHOES,waterproof,'FAQ',0.2,,,,
SKIN_CLEANING_AGENT, product_type,'Customer_Search',0.2,,,,
SKIN_CLEANING_AGENT, target_use_body_part,'Customer_Search',0.2,,,,
SKIN_CLEANING_AGENT,brand,'Customer_Search',0.2,brand,8,UMP,Required
SKIN_CLEANING_AGENT,material_feature,'Refinement',0.2,material_feature,8,UMP,Optional
SKIN_CLEANING_AGENT,product_line,'Customer_Search',0.2,,,,
SKIN_CLEANING_AGENT,product_type,'Customer_Search',0.2,,,,
SKIN_MOISTURIZER, product_benefit,'Customer_Search',0.2,,,,
TOYS_AND_GAMES, target_gender,'Customer_Search',0.2,,,,
NUT_AND_SEED,number_of_items,'Refinement',0.2,number_of_items,1,,
SKIN_MOISTURIZER, target_use_body_part,'Customer_Search',0.2,,,,
SKIN_MOISTURIZER,item_form,'Customer_Search',0.2,item_form,8,rac,Required
SKIN_MOISTURIZER,item_volume,'Refinement',0.2,item_volume,4,UMP,Optional
SKIN_MOISTURIZER,item_weight,'Refinement',0.2,item_weight,1,,
SKIN_MOISTURIZER,material_feature,'Refinement',0.2,material_feature,2,,
SKIN_MOISTURIZER,material_type_free,'Refinement',0.2,material_type_free,4,UMP,Optional
SKIN_MOISTURIZER,number_of_items,'Refinement',0.2,number_of_items,8,UMP,Required
SKIN_MOISTURIZER,product_line,'Customer_Search',0.2,,,,
SKIN_MOISTURIZER,product_type,'Customer_Search',0.2,,,,
SKIN_MOISTURIZER,program_member,'Refinement',0.2,,,,
SHOES,heel_type,'Refinement',0.2,,,,
SHOES,gender,'Customer_Search',0.2,,,,
SHOES,footwear_size_size_system,'Refinement',0.2,,,,
SHOES,embellishment_feature,'Refinement',0.2,embellishment_feature,4,UMP,Optional
SHIRT,collar_style,'Refinement',0.2,collar_style,4,rac,Required
SHIRT,embellishment_feature,'FAQ',0.2,embellishment_feature,4,UMP,Optional
SHIRT,fit_type,'Refinement',0.2,fit_type,8,rac,Required
SHIRT,item_length_description,'Refinement',0.2,item_length_description,4,UMP,Required
SHIRT,material,'Refinement',0.2,material,8,rac,Required
SHIRT,neck_neck_style,'Refinement',0.2,,,,
SHIRT,occasion_type,'Refinement',0.2,occasion_type,8,mac,Optional
SHIRT,pattern,'Refinement',0.2,pattern,4,rac,Required
SHIRT,pocket_description,'Refinement',0.2,pocket_description,2,,
SHIRT,shirt_size,'FAQ',0.2,shirt_size,8,UMP,Required
SHIRT,target_gender,'Customer_Search',0.2,target_gender,8,mac,Required
SHIRT,top_style,'Customer_Search',0.2,top_style,4,UMP,Optional
SHOES, color,'FAQ',0.2,,,,
SHOES, gender,'Customer_Search',0.2,,,,
SHOES, outer_material,'Customer_Search',0.2,,,,
SHOES, shoe_type,'Customer_Search',0.2,,,,
SHOES, specific_uses_for_product,'FAQ',0.2,,,,
SHOES, sport_type,'Customer_Search',0.2,,,,
SHOES, style,'Customer_Search',0.2,,,,
SHOES,arch_type,'Refinement',0.2,,,,
SHOES,cleat_description,'Refinement',0.2,,,,
SHOES,closure_type,'Refinement',0.2,,,,
SHOES,closure_type ,'Refinement',0.2,,,,
SKIN_MOISTURIZER,scent,'FAQ',0.2,scent,8,UMP,Required
SKIN_MOISTURIZER,skin_type ,'Refinement',0.2,,,,
SKIN_MOISTURIZER,special_feature,'Refinement',0.2,special_feature,2,,
SUNSCREEN,special_feature,'Refinement',0.2,,,,
TABLETOP_GAME, subject_character,'Customer_Search',0.2,,,,
TABLETOP_GAME, theme,'Customer_Search',0.2,,,,
TABLETOP_GAME,age_range,'Customer_Search',0.2,,,,
TABLETOP_GAME,brand,'Customer_Search',0.2,brand,8,UMP,Required
TABLETOP_GAME,color,'Refinement',0.2,color,8,mac,Required
TABLETOP_GAME,container_type,'Refinement',0.2,,,,
TABLETOP_GAME,game_type,'Customer_Search',0.2,,,,
TABLETOP_GAME,included_components,'Refinement',0.2,included_components,4,rac,Required
TABLETOP_GAME,program_member,'Refinement',0.2,,,,
TABLETOP_GAME,special_feature,'Refinement',0.2,special_feature,4,UMP,Optional
TABLETOP_GAME,style,'Refinement',0.2,style,4,UMP,Required
TOWEL, fabric_weight,'Customer_Search',0.2,,,,
TOWEL, material,'Customer_Search',0.2,,,,
TOWEL, style,'Customer_Search',0.2,,,,
TOWEL,care_instructions,'Refinement',0.2,care_instructions,2,,
TOWEL,item_length_width_length,'Refinement',0.2,,,,
TOWEL,item_length_width_width,'Refinement',0.2,,,,
TOWEL,item_shape,'Refinement',0.2,item_shape,2,,
TOWEL,material_type,'Customer_Search',0.2,,,,
TOWEL,product_type,'Customer_Search',0.2,,,,
TOWEL,program_member,'Refinement',0.2,,,,
TOWEL,towel_form_type,'Customer_Search',0.2,towel_form_type,8,UMP,Optional
TOYS_AND_GAMES, age_range_description,'Customer_Search',0.2,,,,
SUNSCREEN,sun_protection_factor,'Customer_Search',0.2,sun_protection_factor,8,UMP,Required
SUNSCREEN,skin_type ,'Refinement',0.2,,,,
SKIN_MOISTURIZER,target_use_body_part,'Customer_Search',0.2,target_use_body_part,4,UMP,Optional
SUNSCREEN,program_member,'Refinement',0.2,,,,
SKIN_MOISTURIZER,unscented,'FAQ',0.2,,,,
STRING_LIGHT, power_source_type,'Customer_Search',0.2,,,,
STRING_LIGHT, special_feature,'Customer_Search',0.2,,,,
STRING_LIGHT,cable_length,'FAQ',0.2,,,,
STRING_LIGHT,color,'Refinement',0.2,color,8,rac,Required
STRING_LIGHT,color_temperature,'Refinement',0.2,color_temperature,4,UMP,Optional
STRING_LIGHT,control_method,'Refinement',0.2,control_method,1,,
STRING_LIGHT,light_type,'Customer_Search',0.2,,,,
STRING_LIGHT,seasons,'Refinement',0.2,seasons,1,,
STRING_LIGHT,waterproof,'FAQ',0.2,,,,
STRING_LIGHT,white_brightness,'Refinement',0.2,white_brightness,1,,
SUNSCREEN, active_ingredients,'Customer_Search',0.2,,,,
SUNSCREEN, product_benefit,'Customer_Search',0.2,,,,
SUNSCREEN, skin_type,'Customer_Search',0.2,,,,
SUNSCREEN, sun_protection_factor,'Customer_Search',0.2,,,,
SUNSCREEN,No fragrance,'FAQ',0.2,,,,
SUNSCREEN,brand,'Customer_Search',0.2,brand,4,UMP,Required
SUNSCREEN,item_form,'Refinement',0.2,item_form,1,,
SUNSCREEN,item_volume,'Refinement',0.2,item_volume,4,UMP,Optional
SUNSCREEN,item_weight,'Refinement',0.2,item_weight,8,UMP,Required
SUNSCREEN,material_feature,'Refinement',0.2,material_feature,1,,
SUNSCREEN,number_of_items,'Refinement',0.2,number_of_items,8,mac,Required
SUNSCREEN,product_line,'Customer_Search',0.2,,,,
SKIN_MOISTURIZER, skin_type,'Customer_Search',0.2,,,,
LIGHT_BULB,light_type,'Customer_Search',0.2,light_type,8,rac,Optional
NUT_AND_SEED,directions,'FAQ',0.2,directions,4,UMP,Optional
CELLULAR_PHONE_CASE,pattern,'Refinement',0.2,pattern,8,rac,Required
CELLULAR_PHONE_CASE,program_member,'Refinement',0.2,,,,
CELLULAR_PHONE_CASE,theme,'Refinement',0.2,theme,8,rac,Optional
CELLULAR_PHONE_CASE,water_resistance_level,'FAQ',0.2,water_resistance_level,4,UMP,Optional
CHARGING_ADAPTER, cable_length,'FAQ',0.2,,,,
CHARGING_ADAPTER, compatible_devices,'Customer_Search',0.2,,,,
CHARGING_ADAPTER, output_current,'FAQ',0.2,,,,
CHARGING_ADAPTER, output_voltage,'Customer_Search',0.2,,,,
CHARGING_ADAPTER, power_source_type,'Customer_Search',0.2,,,,
CHARGING_ADAPTER, wattage,'Customer_Search',0.2,,,,
CHARGING_ADAPTER,amperage,'Refinement',0.2,amperage,8,UMP,Optional
CHARGING_ADAPTER,cable_length,'FAQ',0.2,,,,
CHARGING_ADAPTER,country_of_origin,'FAQ',0.2,country_of_origin,8,UMP,Required
CHARGING_ADAPTER,material,'FAQ',0.2,material,4,UMP,Required
CHARGING_ADAPTER,number_of_ports,'Refinement',0.2,,,,
CHARGING_ADAPTER,program_member,'Refinement',0.2,,,,
CLEANING_AGENT, item_form,'Customer_Search',0.2,,,,
CLEANING_AGENT,brand,'Customer_Search',0.2,brand,8,UMP,Required
CLEANING_AGENT,category,'Customer_Search',0.2,,,,
CLEANING_AGENT,item_volume,'Customer_Search',0.2,item_volume,4,UMP,Optional
CLEANING_AGENT,item_weight,'Refinement',0.2,item_weight,2,,
CLEANING_AGENT,material_feature,'FAQ',0.2,material_feature,4,UMP,Optional
CLEANING_AGENT,material_type_free,'Refinement',0.2,material_type_free,4,UMP,Optional
CLEANING_AGENT,number_of_items,'Refinement',0.2,number_of_items,2,,
CLEANING_AGENT,product_line,'Customer_Search',0.2,,,,
CLEANING_AGENT,product_type,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE,product_line,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE,model_number,'Customer_Search',0.2,model_number,4,rac,Required
ELECTRONIC_CABLE,program_member,'Refinement',0.2,,,,
CELLULAR_PHONE_CASE,model_name,'Customer_Search',0.2,model_name,4,rac,Required
CELLULAR_PHONE, model_number,'Customer_Search',0.2,,,,
CELLULAR_PHONE, operating_system,'Customer_Search',0.2,,,,
CELLULAR_PHONE, wireless_network_technology,'Customer_Search',0.2,,,,
CELLULAR_PHONE,battery_description,'FAQ',0.2,,,,
CELLULAR_PHONE,brand,'Customer_Search',0.2,brand,8,UMP,Required
CELLULAR_PHONE,color,'Refinement',0.2,color,8,rac,Required
CELLULAR_PHONE,cpu_model_speed,'Refinement',0.2,,,,
CELLULAR_PHONE,display_size,'Refinement',0.2,,,,
CELLULAR_PHONE,display_type,'Refinement',0.2,,,,
CELLULAR_PHONE,effective_still_resolution,'Refinement',0.2,,,,
CELLULAR_PHONE,model_name,'Customer_Search',0.2,model_name,8,UMP,Required
CELLULAR_PHONE,model_number,'Customer_Search',0.2,model_number,4,UMP,Required
CELLULAR_PHONE,product_line,'Customer_Search',0.2,,,,
CELLULAR_PHONE,sim_card_slot_count,'FAQ',0.2,sim_card_slot_count,8,UMP,Optional
CELLULAR_PHONE,wireless_network_technology,'FAQ',0.2,wireless_network_technology,8,UMP,Optional
CELLULAR_PHONE,wireless_provider,'FAQ',0.2,wireless_provider,8,rac,Required
CELLULAR_PHONE_CASE, compatible_phone_models,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE, form_factor,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE, model_name,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE, model_number,'Customer_Search',0.2,,,,
CELLULAR_PHONE_CASE,brand,'Customer_Search',0.2,brand,8,rac,Required
CELLULAR_PHONE_CASE,compatible_devices,'Customer_Search',0.2,compatible_devices,4,rac,Optional
CELLULAR_PHONE_CASE,embellishment_feature,'Refinement',0.2,embellishment_feature,8,UMP,Optional
CELLULAR_PHONE_CASE,finish_type,'Refinement',0.2,finish_type,4,rac,Optional
CELLULAR_PHONE_CASE,included_components,'Refinement',0.2,included_components,8,rac,Required
CLEANING_AGENT,program_member,'Refinement',0.2,,,,
CLEANING_AGENT,unit_count,'FAQ',0.2,unit_count,4,rac,Required
CONSUMER_SERVICES_SUBSCRIPTION,Online Streaming Service,'Customer_Search',0.2,,,,
CONSUMER_SERVICES_SUBSCRIPTION,Subscription Service,'Customer_Search',0.2,,,,
EDIBLE_OIL_VEGETABLE,country_of_origin,'Customer_Search',0.2,country_of_origin,8,UMP,Required
EDIBLE_OIL_VEGETABLE,flavor,'Customer_Search',0.2,flavor,8,UMP,Required
EDIBLE_OIL_VEGETABLE,import_designation,'FAQ',0.2,import_designation,4,UMP,Optional
EDIBLE_OIL_VEGETABLE,ingredients,'Customer_Search',0.2,ingredients,8,UMP,Required
EDIBLE_OIL_VEGETABLE,liquid_volume,'Customer_Search',0.2,liquid_volume,4,UMP,Required
EDIBLE_OIL_VEGETABLE,oil_type,'Customer_Search',0.2,,,,
